Site,Variable,N,N_missing,Mean,Median,SD,Minimum,Maximum
4NL2,WaterDispHdRMS,525,21,1.01802,0.79273,0.682276,0.1079,3.05664
4NL2,WaterDispHdVC,525,10,1.00816,0.79907,0.680135,0.10038,2.73119
4NL2,WaterDispRMS,525,21,2128.58333,2154,927.235521,84,4699
4NL2,WaterDispVC,525,10,2111.1767,2148,941.500414,75,4721
4NL2,WaterMedications,525,0,0.2781,0,0.448488,0,1
BIBL,AvgTempSetPointDeviationVC,416,0,8.48798,8.6,7.88244,-3.6,21.7
BIBL,AvgTempVC,416,0,78.41106,78.7,3.488518,69.9,87.4
BIBL,Ceftiofur,416,0,2.04327,0,18.501008,0,326
BIBL,CeftiofurProportion,416,0,0.0015,0,0.012642,0,0.19854
BIBL,Days,416,0,75.48798,69.5,52.661226,1,178
BIBL,Dead,416,0,0.38942,0,1.069752,0,12
BIBL,DeadProportion,416,0,3e-4,0,9.29e-4,0,0.01099
BIBL,Dexamethasone,416,0,0.02885,0,0.238741,0,3
BIBL,DexamethasoneProportion,416,0,2e-5,0,1.81e-4,0,0.00274
BIBL,Enroflaxin,416,0,1.56731,0,8.049862,0,79
BIBL,EnroflaxinProportion,416,0,9e-4,0,0.004573,0,0.04685
BIBL,Euth,416,0,0.14423,0,0.587718,0,6
BIBL,EuthProportion,416,0,1e-4,0,4.59e-4,0,0.00481
BIBL,HiTempRMS,416,0,83.83822,83.45,5.317682,72.4,97.4
BIBL,HiTempSetPointDeviationRMS,416,0,13.91514,12.95,10.043814,-1.5,31.7
BIBL,HiTempSetPointDeviationVC,416,0,13.91514,12.95,10.043814,-1.5,31.7
BIBL,HiTempVC,416,0,83.83822,83.45,5.317682,72.4,97.4
BIBL,Inventory,416,0,1492.87981,1689,511.372545,75,1947
BIBL,InventoryChange,416,0,9.31971,0,130.483055,-264,1465
BIBL,Lincomycin,416,0,3.24038,0,7.8375,0,67
BIBL,LincomycinProportion,416,0,0.00183,0,0.004392,0,0.03641
BIBL,LowTempRMS,416,0,74.19736,74.55,3.084062,66.3,81
BIBL,LowTempSetPointDeviationRMS,416,0,4.27428,4.7,6.406949,-7.1,14.6
BIBL,LowTempSetPointDeviationVC,416,0,4.27428,4.7,6.406949,-7.1,14.6
BIBL,LowTempVC,416,0,74.19736,74.55,3.084062,66.3,81
BIBL,Marketing,416,0,0.17308,0,0.378769,0,1
BIBL,MidPointTempRMS,416,0,79.01779,79.25,3.728656,70.3,87.9
BIBL,MidPointTempSetPointDeviationRMS,416,0,9.09471,9.2,8.122308,-3.8,22.3
BIBL,OtherTreatments,416,0,0,0,0,0,0
BIBL,OtherTreatmentsProportion,416,0,0,0,0,0,0
BIBL,Penicillin,416,0,0.13942,0,1.017809,0,13
BIBL,PenicillinProportion,416,0,8e-5,0,5.99e-4,0,0.00776
BIBL,PrimaryRespiratory,416,0,3.61058,0,20.253033,0,326
BIBL,PrimaryRespiratoryProportion,416,0,0.00239,0,0.013439,0,0.19854
BIBL,SecondaryRespiratory,416,0,3.40865,0,7.836973,0,67
BIBL,SecondaryRespiratoryProportion,416,0,0.00193,0,0.004394,0,0.03641
BIBL,SetPointRMS,416,0,69.92308,67.15,6.817882,61.1,81
BIBL,SetPointVC,416,0,69.92308,67.15,6.817882,61.1,81
BIBL,TempRangeRMS,416,0,9.64087,9.55,4.468429,1.2,19.5
BIBL,TempRangeVC,416,0,9.64087,9.55,4.468429,1.2,19.5
BIBL,Tetracycline,416,0,0,0,0,0,0
BIBL,TetracyclineProportion,416,0,0,0,0,0,0
BIBL,TotalInventoryChange,416,0,14.57452,-1,164.446847,-369,1465
BIBL,TotalMortality,416,0,0.53365,0,1.361722,0,16
BIBL,TotalMortalityProportion,416,0,4e-4,0,0.001144,0,0.01465
BIBL,TotalTreatments,416,0,7.01923,0,21.201378,0,326
BIBL,TotalTreatmentsProportion,416,0,0.00433,0,0.013843,0,0.19854
BIBL,WaterDispHdRMS,416,416,NA,NA,NA,Inf,-Inf
BIBL,WaterDispHdVC,416,8,1.24041,1.40342,0.686733,0.11896,2.89865
BIBL,WaterDispRMS,416,416,NA,NA,NA,Inf,-Inf
BIBL,WaterDispVC,416,8,1844.33088,1707,1161.165506,27,3930
BIBL,WaterMedications,416,0,0.06971,0,0.254967,0,1
CON2,AvgTempSetPointDeviationVC,638,327,7.00614,6.55441,3.127524,-0.91107,16.66493
CON2,AvgTempVC,638,310,74.49966,75.23875,7.005015,63.46353,91.20936
CON2,Ceftiofur,638,0,1.44671,0,8.27374,0,100
CON2,CeftiofurProportion,638,0,0.00111,0,0.006217,0,0.07418
CON2,Days,638,0,80.3605,80,46.268432,1,166
CON2,Dead,638,0,0.54389,0,0.936166,0,7
CON2,DeadProportion,638,0,4e-4,0,7.44e-4,0,0.00562
CON2,Dexamethasone,638,0,0.5627,0,1.955948,0,19
CON2,DexamethasoneProportion,638,0,2.9e-4,0,0.001013,0,0.00954
CON2,Enroflaxin,638,0,3.90125,0,10.095523,0,100
CON2,EnroflaxinProportion,638,0,0.00213,0,0.006751,0,0.06854
CON2,Euth,638,0,0.44201,0,1.536247,0,15
CON2,EuthProportion,638,0,3.2e-4,0,0.001101,0,0.01094
CON2,HiTempRMS,638,27,75.75581,75,6.893911,63.4,95.1
CON2,HiTempSetPointDeviationRMS,638,29,6.09639,6,3.773408,-2.1,20.4
CON2,HiTempSetPointDeviationVC,638,327,13.95129,13.1735,4.68076,1.9278,29.8706
CON2,HiTempVC,638,310,81.40937,81.96035,7.832224,66.4221,98.1883
CON2,Inventory,638,0,1463.87618,1259,713.441164,108,3083
CON2,InventoryChange,638,0,3.01567,0,152.951198,-1619,1830
CON2,Lincomycin,638,0,0.83229,0,2.792414,0,30
CON2,LincomycinProportion,638,0,6.7e-4,0,0.00224,0,0.02396
CON2,LowTempRMS,638,26,71.34739,71.5,5.651109,60.1,84.2
CON2,LowTempSetPointDeviationRMS,638,28,1.67607,2.7,2.978051,-8.3,8.5
CON2,LowTempSetPointDeviationVC,638,327,0.4077,0.8461,3.158409,-10.6888,8.3616
CON2,LowTempVC,638,310,67.96387,68.46605,7.477217,49.3112,84.8301
CON2,Marketing,638,0,0.1348,0,0.341774,0,1
CON2,MidPointTempRMS,638,27,73.54468,73.5,6.136567,62.85,88.7
CON2,MidPointTempSetPointDeviationRMS,638,29,3.89007,4.2,3.086054,-3.7,13.4
CON2,OtherTreatments,638,0,1.65204,0,9.281297,0,100
CON2,OtherTreatmentsProportion,638,0,0.00124,0,0.006822,0,0.0693
CON2,Penicillin,638,0,0.46395,0,3.401143,0,75
CON2,PenicillinProportion,638,0,2e-4,0,0.002174,0,0.05297
CON2,PrimaryRespiratory,638,0,7.32602,0,14.573593,0,100
CON2,PrimaryRespiratoryProportion,638,0,0.00472,0,0.010725,0,0.07905
CON2,SecondaryRespiratory,638,0,1.85893,0,5.3785,0,75
CON2,SecondaryRespiratoryProportion,638,0,0.00116,0,0.003468,0,0.05297
CON2,SetPointRMS,638,21,69.63647,68.7,7.689039,60,89
CON2,SetPointVC,638,21,69.63647,68.7,7.689039,60,89
CON2,TempRangeRMS,638,27,4.42226,3.4,2.856978,0.3,14.3
CON2,TempRangeVC,638,310,13.4455,13.21965,4.231533,4.3215,30.8986
CON2,Tetracycline,638,0,1.97806,0,6.938131,0,50
CON2,TetracyclineProportion,638,0,0.00148,0,0.0054,0,0.03953
CON2,TotalInventoryChange,638,0,-0.31818,-1,229.817006,-2858,1829
CON2,TotalMortality,638,0,0.98589,0,1.827263,0,20
CON2,TotalMortalityProportion,638,0,7.2e-4,0,0.001343,0,0.01459
CON2,TotalTreatments,638,0,10.83699,4,18.893199,0,175
CON2,TotalTreatmentsProportion,638,0,0.00712,0.00266,0.013712,0,0.11995
CON2,WaterDispHdRMS,638,201,1.0333,0.92899,0.59058600000000006,0.10085,2.33088
CON2,WaterDispHdVC,638,294,1.31824,1.62609,0.614727,0.10085,2.74615
CON2,WaterDispRMS,638,201,1452.52174,1527,702.245156,73,3345
CON2,WaterDispVC,638,294,1417.36047,1544.5,699.125083,40,2348
CON2,WaterMedications,638,0,0.20846,0,0.406529,0,1
G1TC,AvgTempSetPointDeviationVC,515,0,5.98272,5.5,5.189554,-3.2,21.7
G1TC,AvgTempVC,515,0,75.17631,74.4,4.193401,69,87.9
G1TC,Ceftiofur,515,8,2.49901,0,12.360106,0,106
G1TC,CeftiofurProportion,515,8,0.00157,0,0.008004,0,0.078
G1TC,Days,515,0,70.73786,65,45.903163,1,171
G1TC,Dead,515,0,0.27573,0,0.566315,0,3
G1TC,DeadProportion,515,0,1.5e-4,0,3.23e-4,0,0.002
G1TC,Dexamethasone,515,8,9.06706,0,16.031695,0,75
G1TC,DexamethasoneProportion,515,8,0.00482,0,0.008543,0,0.04047
G1TC,Enroflaxin,515,8,10.40828,0,17.220179,0,89
G1TC,EnroflaxinProportion,515,8,0.00543,0,0.008969,0,0.04571
G1TC,Euth,515,0,0.22524,0,0.550684,0,4
G1TC,EuthProportion,515,0,1.2e-4,0,3.05e-4,0,0.00217
G1TC,HiTempRMS,515,0,79.90583,78.4,6.455909,70.6,96.5
G1TC,HiTempSetPointDeviationRMS,515,0,10.71223,9.9,7.510985,-2,31.9
G1TC,HiTempSetPointDeviationVC,515,0,10.71223,9.9,7.510985,-2,31.9
G1TC,HiTempVC,515,0,79.90583,78.4,6.455909,70.6,96.5
G1TC,Inventory,515,0,1763.94563,1885,368.791012,10,1963
G1TC,InventoryChange,515,0,7.48738,0,142.357886,-703,1949
G1TC,Lincomycin,515,8,5.98619,0,15.646724,0,98
G1TC,LincomycinProportion,515,8,0.00321,0,0.008403,0,0.05227
G1TC,LowTempRMS,515,0,71.66699,70.8,3.186743,63.1,83.1
G1TC,LowTempSetPointDeviationRMS,515,0,2.4734,2.6,3.673352,-8.3,13.1
G1TC,LowTempSetPointDeviationVC,515,0,2.4734,2.6,3.673352,-8.3,13.1
G1TC,LowTempVC,515,0,71.66699,70.8,3.186743,63.1,83.1
G1TC,Marketing,515,0,0.13592,0,0.343039,0,1
G1TC,MidPointTempRMS,515,0,75.78641,74.75,4.482277,68.75,89.45
G1TC,MidPointTempSetPointDeviationRMS,515,0,6.59282,6.3,5.397033,-3.1,22.5
G1TC,OtherTreatments,515,8,0,0,0,0,0
G1TC,OtherTreatmentsProportion,515,8,0,0,0,0,0
G1TC,Penicillin,515,8,0.02761,0,0.224988,0,3
G1TC,PenicillinProportion,515,8,1e-5,0,1.17e-4,0,0.00155
G1TC,PrimaryRespiratory,515,8,13.24458,0,20.227543,0,106
G1TC,PrimaryRespiratoryProportion,515,8,0.00717,0,0.011424,0,0.078
G1TC,SecondaryRespiratory,515,8,15.080870000000001,0,27.999777,0,150
G1TC,SecondaryRespiratoryProportion,515,8,0.00805,0,0.01501,0,0.08095
G1TC,SetPointRMS,515,0,69.19359,68.1,4.554796,64,81
G1TC,SetPointVC,515,0,69.19359,68.1,4.554796,64,81
G1TC,TempRangeRMS,515,0,8.23883,7.1,4.82752,0.9,28.1
G1TC,TempRangeVC,515,0,8.23883,7.1,4.82752,0.9,28.1
G1TC,Tetracycline,515,8,0.33728,0,2.275199,0,26
G1TC,TetracyclineProportion,515,8,1.8e-4,0,0.001208,0,0.01378
G1TC,TotalInventoryChange,515,0,9.28155,-1,208.788446,-751,1963
G1TC,TotalMortality,515,0,0.50097,0,0.840082,0,4
G1TC,TotalMortalityProportion,515,0,2.8e-4,0,4.65e-4,0,0.00217
G1TC,TotalTreatments,515,8,28.32544,20,33.026199,0,150
G1TC,TotalTreatmentsProportion,515,8,0.01523,0.01068,0.018008,0,0.085
G1TC,WaterDispHdRMS,515,12,1.25436,1.29572,0.667203,0.11,3.65971
G1TC,WaterDispHdVC,515,265,1.25371,1.3509,0.602594,0.122,2.40022
G1TC,WaterDispRMS,515,12,2206.09543,2250,1218.495926,110,6840
G1TC,WaterDispVC,515,265,2256.568,2462.5,1117.318271,122,4426
G1TC,WaterMedications,515,0,0.01553,0,0.123784,0,1
HOTC,AvgTempSetPointDeviationVC,523,78,9.75602,6.37574,7.157279,-2.36838,25.76737
HOTC,AvgTempVC,523,75,76.79462,77.29123,4.477312,67.84614,87.77076
HOTC,Ceftiofur,523,3,18.33462,0,60.020577,0,627
HOTC,CeftiofurProportion,523,3,0.00512,0,0.015373,0,0.16131
HOTC,Days,523,3,87.92692,77,62.014592,1,210
HOTC,Dead,523,4,0.79191,0,1.317777,0,8
HOTC,DeadProportion,523,4,2.8e-4,0,4.48e-4,0,0.00396
HOTC,Dexamethasone,523,3,3.02692,0,6.32663,0,51
HOTC,DexamethasoneProportion,523,3,9e-4,0,0.001737,0,0.01277
HOTC,Enroflaxin,523,3,2.75962,0,21.663166,0,265
HOTC,EnroflaxinProportion,523,3,7.1e-4,0,0.005598,0,0.06837
HOTC,Euth,523,4,0.52216,0,1.024314,0,7
HOTC,EuthProportion,523,4,1.9e-4,0,3.87e-4,0,0.0036
HOTC,HiTempRMS,523,6,81.93037,82.3,6.406624,70.7,99.7
HOTC,HiTempSetPointDeviationRMS,523,10,13.21345,8.7,10.377622,-1.3,36.4
HOTC,HiTempSetPointDeviationVC,523,78,17.27735,14.8531,9.090741,1.359,36.1427
HOTC,HiTempVC,523,75,84.32394,83.6134,5.690492,72.8175,99.6427
HOTC,Inventory,523,3,2340.26923,2001,1193.132187,4,4187
HOTC,InventoryChange,523,4,14.99229,-1,196.527145,-1207,1531
HOTC,Lincomycin,523,3,5.725,0,10.407467,0,75
HOTC,LincomycinProportion,523,3,0.00314,0,0.005409,0,0.03925
HOTC,LowTempRMS,523,5,72.03301,71.45,4.226216,61.6,82.2
HOTC,LowTempSetPointDeviationRMS,523,9,3.27782,2,5.486813,-20.1,18
HOTC,LowTempSetPointDeviationVC,523,78,2.03598,-0.2058,6.227939,-12.2737,17.7276
HOTC,LowTempVC,523,75,69.07381,68.6661,4.996096,57.2453,80.7942
HOTC,Marketing,523,3,0.19423,0,0.395988,0,1
HOTC,MidPointTempRMS,523,6,76.97186,77.5,4.519051,66.5,89.7
HOTC,MidPointTempSetPointDeviationRMS,523,10,8.24766,5.3,7.741043,-9.35,26.2
HOTC,OtherTreatments,523,3,0,0,0,0,0
HOTC,OtherTreatmentsProportion,523,3,0,0,0,0,0
HOTC,Penicillin,523,3,0,0,0,0,0
HOTC,PenicillinProportion,523,3,0,0,0,0,0
HOTC,PrimaryRespiratory,523,3,24.59231,2,63.334807,0,627
HOTC,PrimaryRespiratoryProportion,523,3,0.0074,0.00105,0.016632,0,0.16131
HOTC,SecondaryRespiratory,523,3,8.75192,5,10.659107,0,75
HOTC,SecondaryRespiratoryProportion,523,3,0.00403,0.0022,0.005161,0,0.03925
HOTC,SetPointRMS,523,8,68.6934,67,7.025744,60,83
HOTC,SetPointVC,523,8,68.6934,67,7.025744,60,83
HOTC,TempRangeRMS,523,6,9.91702,8.4,5.982641,1.1,27.6
HOTC,TempRangeVC,523,75,15.25014,15.34485,4.973622,3.296,30.9846
HOTC,Tetracycline,523,3,3.49808,0,13.722266,0,180
HOTC,TetracyclineProportion,523,3,0.00157,0,0.005874,0,0.06618
HOTC,TotalInventoryChange,523,8,26.62913,-2,268.991271,-1208,1654
HOTC,TotalMortality,523,4,1.31407,1,1.933153,0,12
HOTC,TotalMortalityProportion,523,4,4.7e-4,2.4e-4,6.46e-4,0,0.00411
HOTC,TotalTreatments,523,3,33.34423,14,65.306531,0,640
HOTC,TotalTreatmentsProportion,523,3,0.01143,0.00728,0.017146,0,0.16465
HOTC,WaterDispHdRMS,523,29,0.96307,0.95847,0.528969,0.10092,2.98077
HOTC,WaterDispHdVC,523,311,1.09473,1.08358,0.489949,0.10687,2.0205
HOTC,WaterDispRMS,523,29,1964.3502,2101.5,1011.195242,15,4136
HOTC,WaterDispVC,523,311,2190.27358,2473.5,1057.123061,14,4041
HOTC,WaterMedications,523,3,0.02308,0,0.150292,0,1
TPLJ,AvgTempSetPointDeviationVC,396,154,10.45767,9.50188,7.127271,-12.37399,28.16866
TPLJ,AvgTempVC,396,153,75.89957,76.63377,5.544036,62.99401,88.16866
TPLJ,Ceftiofur,396,1,0.17215,0,1.541551,0,18
TPLJ,CeftiofurProportion,396,1,1.2e-4,0,0.001102,0,0.01292
TPLJ,Days,396,1,54.2481,50,35.030722,1,130
TPLJ,Dead,396,1,0.63038,0,0.947928,0,5
TPLJ,DeadProportion,396,1,3.7e-4,0,6.64e-4,0,0.00637
TPLJ,Dexamethasone,396,1,0.06582,0,0.377974,0,5
TPLJ,DexamethasoneProportion,396,1,3e-5,0,2.08e-4,0,0.0035
TPLJ,Enroflaxin,396,1,3.2,0,8.029641,0,72
TPLJ,EnroflaxinProportion,396,1,0.00116,0,0.00292,0,0.02468
TPLJ,Euth,396,1,0.52658,0,0.921364,0,6
TPLJ,EuthProportion,396,1,3.9e-4,0,9.74e-4,0,0.01179
TPLJ,HiTempRMS,396,3,80.78168,82.6,7.553096,65.5,99.6
TPLJ,HiTempSetPointDeviationRMS,396,3,14.51094,11,9.736359,0.1,39.6
TPLJ,HiTempSetPointDeviationVC,396,154,18.73106,17.77385,8.47468,-4.749,40.304
TPLJ,HiTempVC,396,153,84.17989,84.9477,6.058042,68.2869,100.304
TPLJ,Inventory,396,1,1748.48101,1380,793.9605,53,2987
TPLJ,InventoryChange,396,1,14.46329,-1,178.575399,-326,1760
TPLJ,Lincomycin,396,1,1.76203,0,4.989235,0,36
TPLJ,LincomycinProportion,396,1,0.0013,0,0.00368,0,0.026950000000000002
TPLJ,LowTempRMS,396,3,69.0944,68,4.925099,60.4,81
TPLJ,LowTempSetPointDeviationRMS,396,3,2.82366,1.3,4.228037,-6,16
TPLJ,LowTempSetPointDeviationVC,396,154,1.69988,1.17205,5.348845,-24.3366,15.4228
TPLJ,LowTempVC,396,153,67.14715,66.9573,5.775704,53.7672,81.4412
TPLJ,Marketing,396,1,0.01266,0,0.111936,0,1
TPLJ,MidPointTempRMS,396,3,74.93804,75.65,5.465365,63.65,87.2
TPLJ,MidPointTempSetPointDeviationRMS,396,3,8.6673,6,6.749354,-1.5,27.2
TPLJ,OtherTreatments,396,1,0,0,0,0,0
TPLJ,OtherTreatmentsProportion,396,1,0,0,0,0,0
TPLJ,Penicillin,396,1,0.13671,0,0.484841,0,3
TPLJ,PenicillinProportion,396,1,5e-5,0,1.82e-4,0,0.00102
TPLJ,PrimaryRespiratory,396,1,3.86329,0,8.171794,0,72
TPLJ,PrimaryRespiratoryProportion,396,1,0.00163,0,0.003282,0,0.02468
TPLJ,SecondaryRespiratory,396,1,1.96456,0,4.992762,0,36
TPLJ,SecondaryRespiratoryProportion,396,1,0.00138,0,0.00368,0,0.026950000000000002
TPLJ,SetPointRMS,396,2,66.25736,65,6.962554,60,83
TPLJ,SetPointVC,396,2,66.25736,65,6.962554,60,83
TPLJ,TempRangeRMS,396,3,11.68728,10,6.567409,0.9,32.2
TPLJ,TempRangeVC,396,153,17.03274,16.4808,5.559624,4.0622,31.5145
TPLJ,Tetracycline,396,1,0.49114,0,2.086164,0,17
TPLJ,TetracyclineProportion,396,1,3.5e-4,0,0.001488,0,0.01256
TPLJ,TotalInventoryChange,396,1,21.60759,-2,234.36548,-504,1760
TPLJ,TotalMortality,396,1,1.15696,1,1.325529,0,6
TPLJ,TotalMortalityProportion,396,1,7.6e-4,6.8e-4,0.001132,0,0.01179
TPLJ,TotalTreatments,396,1,5.82785,0,9.035504,0,72
TPLJ,TotalTreatmentsProportion,396,1,0.00301,0,0.00461,0,0.026950000000000002
TPLJ,WaterDispHdRMS,396,6,1.30272,1.27066,0.653645,0.14,3.77
TPLJ,WaterDispHdVC,396,141,1.41732,1.46242,0.68094,0.11652,2.97368
TPLJ,WaterDispRMS,396,6,1891.00462,1971.405,638.645791,51.68,3832
TPLJ,WaterDispVC,396,141,1999.85098,2129,670.4819,52,3829
TPLJ,WaterMedications,396,1,0.13924,0,0.346636,0,1
