Site,Variable,N,N_missing,Mean,Median,SD,Minimum,Maximum
BIBL,Dead,820,0,0.38659,0,0.91016,0,12
BIBL,DeadProportion,820,2,2.5e-4,0,7.05e-4,0,0.01099
BIBL,Dexamethasone,820,0,0.20122,0,2.297155,0,59
BIBL,DexamethasoneProportion,820,2,1.1e-4,0,0.001234,0,0.03164
BIBL,Enroflaxin,820,0,4.37439,0,21.964564,0,308
BIBL,EnroflaxinProportion,820,2,0.00236,0,0.012003,0,0.16649
BIBL,Euth,820,0,0.25976,0,0.822213,0,10
BIBL,EuthProportion,820,2,1.5e-4,0,5.1e-4,0,0.00481
BIBL,HiTempRMS,820,0,80.10889,80.4,7.160517,60.9,97.4
BIBL,HiTempSetPointDeviationRMS,820,0,10.8067,8.05,8.949475,-4.7,31.7
BIBL,HiTempSetPointDeviationVC,820,0,10.9728,8.3,8.811648,-1.7,31.7
BIBL,HiTempVC,820,0,80.15098,80.35,7.116272,60.5,97.4
BIBL,Inventory,820,0,1616.35366,1728,518.47083,0,2828
BIBL,InventoryChange,820,0,4.79146,0,145.66137,-1095,1933
BIBL,Lincomycin,820,0,1.9439,0,6.845889,0,93
BIBL,LincomycinProportion,820,2,0.0011,0,0.003885,0,0.05464
BIBL,LowTempRMS,820,0,71.90817,72.5,4.891094,57,82.1
BIBL,LowTempSetPointDeviationRMS,820,0,2.60598,0.9,5.725853,-17.5,14.6
BIBL,LowTempSetPointDeviationVC,820,0,2.61659,0.5,5.59683,-12.9,16.9
BIBL,LowTempVC,820,0,71.79476,72.4,4.89664,57.6,81.4
BIBL,Marketing,820,0,0.15732,0,0.364322,0,1
BIBL,MidPointTempRMS,820,0,76.00853,77,5.770929,59.45,88.7
BIBL,MidPointTempSetPointDeviationRMS,820,0,6.70634,4.575,7.221147,-10.5,22.3
BIBL,OtherTreatments,820,0,0,0,0,0,0
BIBL,OtherTreatmentsProportion,820,2,0,0,0,0,0
BIBL,Penicillin,820,0,0.07073,0,0.727866,0,13
BIBL,PenicillinProportion,820,2,4e-5,0,4.29e-4,0,0.00776
BIBL,PrimaryRespiratory,820,0,7.49634,0,29.63743,0,326
BIBL,PrimaryRespiratoryProportion,820,2,0.00415,0,0.016542,0,0.19854
BIBL,SecondaryRespiratory,820,0,2.21585,0,7.182328,0,93
BIBL,SecondaryRespiratoryProportion,820,2,0.00125,0,0.004056,0,0.05464
BIBL,SetPointRMS,820,0,69.3022,67,6.479987,61.1,83
BIBL,SetPointVC,820,0,69.17817,67.1,6.293229,54.2,83
BIBL,TempRangeRMS,820,0,8.20072,7,4.144528,-2,19.5
BIBL,TempRangeVC,820,0,8.35622,7.2,4.055431,1.2,19.5
BIBL,Tetracycline,820,0,0.61585,0,6.954412,0,133
BIBL,TetracyclineProportion,820,2,3.5e-4,0,0.003925,0,0.07609
BIBL,TotalInventoryChange,820,0,4.88293,-1,194.119366,-1095,1933
BIBL,TotalMortality,820,0,0.64634,0,1.357581,0,16
BIBL,TotalMortalityProportion,820,2,4e-4,0,9.46e-4,0,0.01465
BIBL,TotalTreatments,820,0,9.7122,0,30.592003,0,326
BIBL,TotalTreatmentsProportion,820,2,0.0054,0,0.01708,0,0.19854
BIBL,WaterDispHdRMS,820,348,Inf,1.13287,NA,0.015,Inf
BIBL,WaterDispHdVC,820,2,Inf,1.37542,NA,0,Inf
BIBL,WaterDispRMS,820,348,1863.51695,1800.5,995.743766,3,5645
BIBL,WaterDispVC,820,2,1941.99144,1982.5,1026.901354,0,4100
BIBL,WaterMedications,820,0,0.0622,0,0.241657,0,1
CON2,AvgTempSetPointDeviationVC,1050,369,5.70413,5.19805,4.234404,-8.02917,23.06767
CON2,AvgTempVC,1050,344,73.52921,72.91381,6.372203,59.16416,91.20936
CON2,Ceftiofur,1050,0,0.87905,0,6.486007,0,100
CON2,CeftiofurProportion,1050,1,6.7e-4,0,0.004877,0,0.07418
CON2,Days,1050,0,81.62571,81,49.735467,1,175
CON2,Dead,1050,7,0.4209,0,0.813882,0,7
CON2,DeadProportion,1050,7,3.3e-4,0,7.08e-4,0,0.00562
CON2,Dexamethasone,1050,0,0.3781,0,1.570369,0,19
CON2,DexamethasoneProportion,1050,1,2.1e-4,0,8.32e-4,0,0.00954
CON2,Enroflaxin,1050,0,4.1219,0,9.938246,0,100
CON2,EnroflaxinProportion,1050,1,0.00222,0,0.006322,0,0.06854
CON2,Euth,1050,7,0.35379,0,1.318134,0,15
CON2,EuthProportion,1050,7,3e-4,0,0.001524,0,0.02913
CON2,HiTempRMS,1050,28,74.91624,74.65,6.350134,60.9,96
CON2,HiTempSetPointDeviationRMS,1050,28,5.8727,5.8,4.000314,-2.1,23.7
CON2,HiTempSetPointDeviationVC,1050,369,12.01849,11.1042,6.158639,0.1592,36.7025
CON2,HiTempVC,1050,344,79.82883,79.0642,7.438925,62.9989,98.1883
CON2,Inventory,1050,1,1521.31173,1258,751.70344,108,3083
CON2,InventoryChange,1050,2,3.65076,0,167.718821,-1619,1830
CON2,Lincomycin,1050,0,0.54571,0,2.231652,0,30
CON2,LincomycinProportion,1050,1,4.4e-4,0,0.001791,0,0.02396
CON2,LowTempRMS,1050,28,70.74442,70.25,5.340856,60,84.2
CON2,LowTempSetPointDeviationRMS,1050,28,1.70088,2.5,3.265084,-8.3,14.8
CON2,LowTempSetPointDeviationVC,1050,369,-0.5544,-0.4382,3.56797,-26.2605,10.8272
CON2,LowTempVC,1050,344,67.30766,66.70795,7.007864,49.3112,84.8301
CON2,Marketing,1050,0,0.15238,0,0.359561,0,1
CON2,MidPointTempRMS,1050,28,72.83033,72.4,5.720903,61,88.7
CON2,MidPointTempSetPointDeviationRMS,1050,28,3.78679,4,3.411145,-3.7,19.25
CON2,OtherTreatments,1050,0,1.2,0,7.46035,0,100
CON2,OtherTreatmentsProportion,1050,1,9.1e-4,0,0.005549,0,0.0693
CON2,Penicillin,1050,0,0.3819,0,2.877853,0,75
CON2,PenicillinProportion,1050,1,1.6e-4,0,0.001745,0,0.05297
CON2,PrimaryRespiratory,1050,0,6.57714,0,12.896606,0,100
CON2,PrimaryRespiratoryProportion,1050,1,0.00401,0,0.009094,0,0.07905
CON2,SecondaryRespiratory,1050,0,1.30571,0,4.410195,0,75
CON2,SecondaryRespiratoryProportion,1050,1,8.1e-4,0,0.002792,0,0.05297
CON2,SetPointRMS,1050,28,69.04354,68.3,7.614147,60,89
CON2,SetPointVC,1050,28,69.04354,68.3,7.614147,60,89
CON2,TempRangeRMS,1050,28,4.17182,3.3,2.604409,-3.5,17
CON2,TempRangeVC,1050,344,12.52117,12.15815,4.7394,3.6211,30.8986
CON2,Tetracycline,1050,0,1.57619,0,5.701204,0,50
CON2,TetracyclineProportion,1050,1,0.00111,0,0.004322,0,0.03953
CON2,TotalInventoryChange,1050,4,-0.83078,-1,240.838847,-2897,1829
CON2,TotalMortality,1050,7,0.77469,0,1.581458,0,20
CON2,TotalMortalityProportion,1050,7,6.3e-4,0,0.001768,0,0.03226
CON2,TotalTreatments,1050,0,9.08286,3,16.096521,0,175
CON2,TotalTreatmentsProportion,1050,1,0.00573,0.00217,0.011422,0,0.11995
CON2,WaterDispHdRMS,1050,49,1.24784,1.47604,0.673492,0.02008,6.45161
CON2,WaterDispHdVC,1050,317,1.30692,1.61563,0.684124,0,5.32796
CON2,WaterDispRMS,1050,49,1651.38961,1937,729.881652,24,3475
CON2,WaterDispVC,1050,316,1592.2248,1888.5,802.470671,0,4282
CON2,WaterMedications,1050,0,0.18476,0,0.388289,0,1
G1TC,AvgTempSetPointDeviationVC,872,0,4.2078,3,4.969633,-14.4,21.7
G1TC,AvgTempVC,872,0,73.35688,72.5,5.886005,43.9,87.9
G1TC,Ceftiofur,872,0,2.47477,0,13.527598,0,177
G1TC,CeftiofurProportion,872,0,0.00144,0,0.007807,0,0.07984
G1TC,Days,872,0,75.61124,73,45.642715,1,171
G1TC,Dead,872,0,0.37156,0,0.848863,0,12
G1TC,DeadProportion,872,0,1.9e-4,0,4.16e-4,0,0.00536
G1TC,Dexamethasone,872,0,9.56193,0,18.169083,0,92
G1TC,DexamethasoneProportion,872,0,0.00512,0,0.009774,0,0.05097
G1TC,Enroflaxin,872,0,9.42431,0,22.264793,0,167
G1TC,EnroflaxinProportion,872,0,0.00463,0,0.010357,0,0.06636
G1TC,Euth,872,0,0.30275,0,0.701052,0,8
G1TC,EuthProportion,872,0,1.6e-4,0,3.7e-4,0,0.00363
G1TC,HiTempRMS,872,7,77.8659,76.3,6.765938,57.4,96.5
G1TC,HiTempSetPointDeviationRMS,872,7,8.41503,6,7.329115,-7.6,31.9
G1TC,HiTempSetPointDeviationVC,872,0,8.04622,5.8,7.196295,-11.3,31.9
G1TC,HiTempVC,872,0,77.1953,76.1,7.562664,45.4,96.5
G1TC,Inventory,872,0,1845.36009,1876,368.18079,10,2545
G1TC,InventoryChange,872,0,8.53211,0,130.680174,-703,1545
G1TC,Lincomycin,872,0,9.73394,0,20.194243,0,134
G1TC,LincomycinProportion,872,0,0.00528,0,0.010988,0,0.0744
G1TC,LowTempRMS,872,7,70.98023,70.1,3.943125,51.1,83.1
G1TC,LowTempSetPointDeviationRMS,872,7,1.52936,1.2,3.488253,-18.8,13.1
G1TC,LowTempSetPointDeviationVC,872,0,1.07167,1.2,4.604763,-27.2,15.2
G1TC,LowTempVC,872,0,70.22076,70,5.230981,43.4,83.1
G1TC,Marketing,872,0,0.08028,0,0.271875,0,1
G1TC,MidPointTempRMS,872,7,74.42306,73.3,4.988963,54.25,89.45
G1TC,MidPointTempSetPointDeviationRMS,872,7,4.9722,3.7,5.21235,-10.75,22.5
G1TC,OtherTreatments,872,0,0,0,0,0,0
G1TC,OtherTreatmentsProportion,872,0,0,0,0,0,0
G1TC,Penicillin,872,0,0.01606,0,0.172025,0,3
G1TC,PenicillinProportion,872,0,1e-5,0,8.9e-5,0,0.00155
G1TC,PrimaryRespiratory,872,0,12.62615,0,25.520846,0,177
G1TC,PrimaryRespiratoryProportion,872,0,0.0064,0,0.012651,0,0.07984
G1TC,SecondaryRespiratory,872,0,19.31193,0,35.022138,0,184
G1TC,SecondaryRespiratoryProportion,872,0,0.01041,0,0.018949,0,0.10194
G1TC,SetPointRMS,872,0,69.44312,67.8,5.039278,55,83
G1TC,SetPointVC,872,0,69.14908,67.8,5.708519,45,83
G1TC,TempRangeRMS,872,7,6.88566,4.9,4.80555,0.3,28.1
G1TC,TempRangeVC,872,0,6.97454,5.1,5.033857,-7.3,41.1
G1TC,Tetracycline,872,0,0.72706,0,5.024743,0,68
G1TC,TetracyclineProportion,872,0,3.3e-4,0,0.002221,0,0.0294
G1TC,TotalInventoryChange,872,0,12.55505,-1,204.663072,-751,2545
G1TC,TotalMortality,872,0,0.67431,0,1.170585,0,12
G1TC,TotalMortalityProportion,872,0,3.5e-4,0,5.9e-4,0,0.00545
G1TC,TotalTreatments,872,0,31.93807,18,39.530637,0,184
G1TC,TotalTreatmentsProportion,872,0,0.01681,0.00888,0.020864,0,0.10194
G1TC,WaterDispHdRMS,872,27,1.27557,1.29572,0.743626,0.03929,6
G1TC,WaterDispHdVC,872,442,1.24791,1.38281,0.632205,0.054,3.66739
G1TC,WaterDispRMS,872,27,2281.81775,2340,1260.78557,40,8350
G1TC,WaterDispVC,872,442,2281.98605,2568,1146.932089,54,6759
G1TC,WaterMedications,872,0,0.0195,0,0.138338,0,1
HOTC,AvgTempSetPointDeviationVC,981,82,7.43197,4.7999,6.675464,-4.62636,35.34549
HOTC,AvgTempVC,981,79,74.75766,74.67288,5.653133,57.87364,89.72599
HOTC,Ceftiofur,981,4,15.47799,0,49.642263,0,627
HOTC,CeftiofurProportion,981,4,0.00428,0,0.012886,0,0.16131
HOTC,Days,981,0,88.87564,82,56.10352,1,210
HOTC,Dead,981,5,0.58299,0,1.087589,0,8
HOTC,DeadProportion,981,5,2.2e-4,0,4.06e-4,0,0.00396
HOTC,Dexamethasone,981,4,2.45548,0,5.484919,0,51
HOTC,DexamethasoneProportion,981,4,7.8e-4,0,0.001674,0,0.01554
HOTC,Enroflaxin,981,4,1.46878,0,15.857178,0,265
HOTC,EnroflaxinProportion,981,4,3.8e-4,0,0.004097,0,0.06837
HOTC,Euth,981,3,0.51738,0,1.554932,0,36
HOTC,EuthProportion,981,3,4.6e-4,0,0.00802,0,0.25
HOTC,HiTempRMS,981,9,79.27706,78.8,7.717065,61.6,99.7
HOTC,HiTempSetPointDeviationRMS,981,10,11.06859,6.7,9.499598,-4.4,42.5
HOTC,HiTempSetPointDeviationVC,981,82,14.32656,10.9891,8.692694,0.1616,42.035
HOTC,HiTempVC,981,79,81.65764,81.3598,7.065447,63.7036,99.6427
HOTC,Inventory,981,3,2340.56953,1998,1168.555396,4,4317
HOTC,InventoryChange,981,4,3.91198,0,213.541086,-2293,1531
HOTC,Lincomycin,981,4,5.27329,0,12.152887,0,119
HOTC,LincomycinProportion,981,4,0.00285,0,0.006352,0,0.06191
HOTC,LowTempRMS,981,9,70.47016,69.9,5.034099,37.8,82.6
HOTC,LowTempSetPointDeviationRMS,981,10,2.25994,1.3,5.038337,-24.5,32.1
HOTC,LowTempSetPointDeviationVC,981,82,0.0173,-1.2907,5.862202,-27.9462,28.7685
HOTC,LowTempVC,981,79,67.33601,66.6697,5.893368,34.5538,81.3869
HOTC,Marketing,981,0,0.16004,0,0.366831,0,1
HOTC,MidPointTempRMS,981,9,74.87361,75.3,5.852523,50.95,89.7
HOTC,MidPointTempSetPointDeviationRMS,981,10,6.66426,4,7.043458,-11.35,37.25
HOTC,OtherTreatments,981,4,0,0,0,0,0
HOTC,OtherTreatmentsProportion,981,4,0,0,0,0,0
HOTC,Penicillin,981,4,2.02149,0,14.783289,0,179
HOTC,PenicillinProportion,981,4,5e-4,0,0.003669,0,0.04577
HOTC,PrimaryRespiratory,981,4,22.28147,2,52.460559,0,627
HOTC,PrimaryRespiratoryProportion,981,4,0.00702,7.8e-4,0.014269,0,0.16131
HOTC,SecondaryRespiratory,981,4,9.75026,4,18.41521,0,179
HOTC,SecondaryRespiratoryProportion,981,4,0.00413,0.00183,0.006966,0,0.06191
HOTC,SetPointRMS,981,10,68.20577,66.8,6.23864,45.4,83
HOTC,SetPointVC,981,10,68.20577,66.8,6.23864,45.4,83
HOTC,TempRangeRMS,981,9,8.80689,6.4,5.725593,1.1,27.6
HOTC,TempRangeVC,981,79,14.32162,14.07195,5.337915,3.296,34.3335
HOTC,Tetracycline,981,4,5.3347,0,16.164103,0,180
HOTC,TetracyclineProportion,981,4,0.00237,0,0.006777,0,0.06618
HOTC,TotalInventoryChange,981,8,1.52518,-2,288.911403,-2481,1654
HOTC,TotalMortality,981,5,1.10143,0,2.05188,0,36
HOTC,TotalMortalityProportion,981,5,6.8e-4,0,0.008034,0,0.25
HOTC,TotalTreatments,981,4,32.03173,13,55.607414,0,640
HOTC,TotalTreatmentsProportion,981,4,0.01116,0.00604,0.015346,0,0.16465
HOTC,WaterDispHdRMS,981,18,1.33287,1.05533,8.847388,0.00852,274.75
HOTC,WaterDispHdVC,981,532,1.35239,0.54393,15.865828,0,336.5
HOTC,WaterDispRMS,981,18,2053.1838,2291,969.522741,5,6471
HOTC,WaterDispVC,981,532,1208.3608,690,1320.458093,0,4041
HOTC,WaterMedications,981,4,0.01228,0,0.1102,0,1
TPLJ,AvgTempSetPointDeviationVC,930,252,6.15857,3.68089,6.940267,-4.10543,28.16866
TPLJ,AvgTempVC,930,248,71.48167,71.0121,6.763417,60.11979,88.16866
TPLJ,Ceftiofur,930,0,0.61613,0,3.381384,0,45
TPLJ,CeftiofurProportion,930,0,8.2e-4,0,0.004534,0,0.05851
TPLJ,Days,930,0,96.47742,99,49.646783,1,191
TPLJ,Dead,930,3,1.12082,0,2.491989,0,25
TPLJ,DeadProportion,930,3,0.00115,0,0.002712,0,0.02298
TPLJ,Dexamethasone,930,0,2.28065,0,16.724442,0,325
TPLJ,DexamethasoneProportion,930,0,0.0022,0,0.016437,0,0.32598
TPLJ,Enroflaxin,930,0,2.54409,0,13.147859,0,325
TPLJ,EnroflaxinProportion,930,0,0.00176,0,0.012606,0,0.32598
TPLJ,Euth,930,3,1.13376,0,3.388045,0,44
TPLJ,EuthProportion,930,3,0.00119,0,0.003713,0,0.05591
TPLJ,HiTempRMS,930,6,77.33095,78,8.424452,62,99.6
TPLJ,HiTempSetPointDeviationRMS,930,6,11.44264,8.45,9.967656,-2,39.6
TPLJ,HiTempSetPointDeviationVC,930,252,12.51107,9.5151,9.303252,-1.4915,40.304
TPLJ,HiTempVC,930,248,77.82226,77.15525,8.245572,63.8103,100.304
TPLJ,Inventory,930,0,1222.97742,1087,739.006104,53,2987
TPLJ,InventoryChange,930,0,1.51935,-1,146.21057,-1954,1760
TPLJ,Lincomycin,930,0,0.79247,0,3.385041,0,36
TPLJ,LincomycinProportion,930,0,5.9e-4,0,0.002507,0,0.026950000000000002
TPLJ,LowTempRMS,930,6,68.41169,67.15,5.616411,57,81
TPLJ,LowTempSetPointDeviationRMS,930,6,2.52338,1.3,4.515124,-6,19
TPLJ,LowTempSetPointDeviationVC,930,252,-0.45661,-1.34265,4.992185,-20.2057,15.4228
TPLJ,LowTempVC,930,248,64.87948,63.7747,6.488433,43.7996,81.6044
TPLJ,Marketing,930,0,0.15484,0,0.361946,0,1
TPLJ,MidPointTempRMS,930,6,72.87132,73,6.380308,61,87.2
TPLJ,MidPointTempSetPointDeviationRMS,930,6,6.98301,4.775,7.022881,-3.5,27.2
TPLJ,OtherTreatments,930,0,1.82903,0,12.892109,0,170
TPLJ,OtherTreatmentsProportion,930,0,0.00175,0,0.012481,0,0.16798
TPLJ,Penicillin,930,0,0.44731,0,2.082765,0,33
TPLJ,PenicillinProportion,930,0,5.9e-4,0,0.003102,0,0.05851
TPLJ,PrimaryRespiratory,930,0,3.36882,0,13.481339,0,325
TPLJ,PrimaryRespiratoryProportion,930,0,0.00273,0,0.013295,0,0.32598
TPLJ,SecondaryRespiratory,930,0,3.52043,0,17.276144,0,331
TPLJ,SecondaryRespiratoryProportion,930,0,0.00338,0,0.017012,0,0.332
TPLJ,SetPointRMS,930,6,65.88831,62,7.415451,60,83
TPLJ,SetPointVC,930,6,65.88831,62,7.415451,60,83
TPLJ,TempRangeRMS,930,6,8.91926,7.2,6.495969,-0.7,32.2
TPLJ,TempRangeVC,930,248,12.94277,12.0172,6.25626,2.1808,37.1153
TPLJ,Tetracycline,930,0,0.2086,0,1.380134,0,17
TPLJ,TetracyclineProportion,930,0,1.5e-4,0,9.84e-4,0,0.01256
TPLJ,TotalInventoryChange,930,0,-2.22473,-1,195.342436,-2288,1760
TPLJ,TotalMortality,930,3,2.25458,1,5.540146,0,55
TPLJ,TotalMortalityProportion,930,3,0.00233,6.9e-4,0.00597,0,0.06607
TPLJ,TotalTreatments,930,0,8.71828,0,34.393221,0,656
TPLJ,TotalTreatmentsProportion,930,0,0.00787,0,0.033952,0,0.65797
TPLJ,WaterDispHdRMS,930,8,1.29648,1.39879,0.643493,0.06557,5.08699
TPLJ,WaterDispHdVC,930,197,1.31983,1.4413,0.590111,0.07522,4.35294
TPLJ,WaterDispRMS,930,8,1409.90022,1500.5,779.056465,48,7076
TPLJ,WaterDispVC,930,197,1458.99727,1595,791.784068,62,3829
TPLJ,WaterMedications,930,0,0.14194,0,0.349172,0,1
