"DepVar","IndVar","Estimate","SE","z","P"
"MortalityProportion","TempReHS_Lag1",-0.00364162610345553,0.0048333234320925,-0.753441426922873,0.451184696476881
"MortalityProportion","LowTempRMS_Lag1",-0.000775872102830431,0.0068955396604044,-0.112517966836685,0.910412724726454
"MortalityProportion","HiTempRMS_Lag1",-0.00602729783424429,0.00440772221082818,-1.3674404932864,0.171487277276264
"MortalityProportion","TempRangeRMS_Lag1",-0.0098612109473077,0.00577192940161383,-1.70847740177669,0.0875477960177964
"MortalityProportion","SetPointRMS_Lag1",0.00695909531385306,0.00664118114688598,1.04787012429501,0.294698448571899
"MortalityProportion","LowTempVC_Lag1",0.0120537173476041,0.00645869275650116,1.86627817764998,0.0620024562834886
"MortalityProportion","AvgTempVC_Lag1",0.0129120911541476,0.00687237988269843,1.8788383899811,0.0602665633743961
"MortalityProportion","HiTempVC_Lag1",0.000214607157361311,0.00519040245979384,0.0413469204023603,0.967019327957813
"MortalityProportion","TempRangeVC_Lag1",-0.0102833950979814,0.00604553374727695,-1.70099043820792,0.0889447827007145
"MortalityProportion","SetPointVC_Lag1",0.00310844514913597,0.0125796561421633,0.24710096317477,0.804830088337695
"MortalityProportion","Days_Lag2",0.000264904097473526,0.0025398941335465,0.104297298841994,0.916933421436124
"MortalityProportion","Inventory_Lag2",0.000279241414966084,5.12047238646484e-05,5.45343073627767,4.94071957727035e-08
"MortalityProportion","Euth_Lag2",0.017454410737486,0.0120760124200159,1.44537866726234,0.148351552131961
"MortalityProportion","Dead_Lag2",0.115965403767715,0.0130012311235081,8.91957097493885,4.68098007317818e-19
"MortalityProportion","TotalMortality_Lag2",0.0541833958483693,0.00809964339353202,6.68960264246171,2.23777382595265e-11
"MortalityProportion","MortalityProportion_Lag2",97.7179072181421,14.8369029970464,6.5861391179544,4.51410882927386e-11
"MortalityProportion","Penicillin_Lag2",0.0107685255067759,0.00134182408347833,8.02528858988827,1.01287546740641e-15
"MortalityProportion","Dexamethasone_Lag2",0.00322486551278452,0.000704285648903172,4.57891697467754,4.67389660349933e-06
"MortalityProportion","Ceftiofur_Lag2",0.00107588722043669,0.000352757898109722,3.04993091919956,0.00228894008033069
"MortalityProportion","Enroflaxin_Lag2",-0.00427103491908167,0.00107788781307608,-3.96241136347295,7.41965565390684e-05
"MortalityProportion","Tetracycline_Lag2",-0.000227802360845329,0.00208367747361556,-0.109327073757749,0.912943073542631
"MortalityProportion","Lincomycin_Lag2",-0.015392240795913,0.0036301849082429,-4.24007073605605,2.23449361207361e-05
"MortalityProportion","OtherTreatments_Lag2",0.00725677133825174,0.00255608253386113,2.83902074448665,0.00452522149302235
"MortalityProportion","TotalTreatments_Lag2",0.00116492454731887,0.000274255149536782,4.24759407174827,2.16078444999579e-05
"MortalityProportion","TreatmentProportion_Lag2",2.58057738191167,0.709534837264834,3.63699884259308,0.000275833170064014
"MortalityProportion","WaterMedications_Lag2",0.120577396469157,0.0550658839335591,2.18969328840054,0.0285464881648711
"MortalityProportion","ReHS_Lag2",-0.00579890126299696,0.00176607559982992,-3.28349548771039,0.00102528286062146
"MortalityProportion","WaterIntakeRMS_Lag2",-1.44460000571153e-05,2.76504275177899e-05,-0.522451236886696,0.601356189784963
"MortalityProportion","WaterIntakeHdRMS_Lag2",-0.42712331635391,0.107560931975746,-3.97098935931702,7.15747764136942e-05
"MortalityProportion","WaterIntakeVC_Lag2",-1.6539170195599e-05,4.28496050221328e-05,-0.385981858807243,0.699510104290134
"MortalityProportion","WaterIntakeHdVC_Lag2",-0.681120486759218,0.122707259800503,-5.55077578838108,2.84404655390594e-08
"MortalityProportion","TempReHS_Lag2",-0.00681827335938741,0.00494004448518545,-1.38020485034791,0.167523581024546
"MortalityProportion","LowTempRMS_Lag2",-0.00683861213047793,0.00684664764096455,-0.998826358400783,0.317878814977863
"MortalityProportion","HiTempRMS_Lag2",-0.0114263566702754,0.00444925479286549,-2.56815066842159,0.0102242705847907
"MortalityProportion","TempRangeRMS_Lag2",-0.0143798558915922,0.0058018495937713,-2.47849511766558,0.0131937916807986
"MortalityProportion","SetPointRMS_Lag2",0.00929213724093115,0.00673720538435718,1.37922724791887,0.167824699432208
"MortalityProportion","LowTempVC_Lag2",0.00377412159845446,0.00638808626657004,0.59080629799962,0.554650214658004
"MortalityProportion","AvgTempVC_Lag2",0.00461235989126367,0.00686505507926561,0.671860580579213,0.501672457580069
"MortalityProportion","HiTempVC_Lag2",-0.0037208559178656,0.00521627282219821,-0.713316968781089,0.475649639547939
"MortalityProportion","TempRangeVC_Lag2",-0.00822437424825385,0.00601202346035249,-1.36798771702924,0.171315920897086
"MortalityProportion","SetPointVC_Lag2",0.00842710738506144,0.0127540558786089,0.66073941225202,0.50877944389276
"MortalityProportion","Days_Lag3",-3.15997739127909e-05,0.00248122971251836,-0.0127355293842254,0.989838792412075
"MortalityProportion","Inventory_Lag3",0.000268837905456218,4.80373306634806e-05,5.5964372237818,2.18801495959378e-08
"MortalityProportion","Euth_Lag3",0.0321130640296634,0.0114638087179109,2.80125609383995,0.00509041049373608
"MortalityProportion","Dead_Lag3",0.130014172598494,0.0126218153532688,10.3007506416122,6.99135999294757e-25
"MortalityProportion","TotalMortality_Lag3",0.0662195984584086,0.00775964060654839,8.53384864274843,1.4155801224221e-17
"MortalityProportion","MortalityProportion_Lag3",116.439422463526,12.4991931650744,9.31575509920787,1.21088129725429e-20
"MortalityProportion","Penicillin_Lag3",0.00997009290978021,0.00134794103813288,7.39653488374419,1.39784096123014e-13
"MortalityProportion","Dexamethasone_Lag3",0.00282971222096106,0.000714703488791046,3.95928138779293,7.51756219261064e-05
"MortalityProportion","Ceftiofur_Lag3",0.000877510923663256,0.000363453996561452,2.41436586738671,0.0157626255031937
"MortalityProportion","Enroflaxin_Lag3",-0.00272821037417786,0.00101226577211064,-2.69515225086527,0.00703564748349527
"MortalityProportion","Tetracycline_Lag3",0.00369264538357798,0.00176631885444573,2.09058821643884,0.0365649929577285
"MortalityProportion","Lincomycin_Lag3",-0.014394260758072,0.00360952621491096,-3.98785322533723,6.66738902807408e-05
"MortalityProportion","OtherTreatments_Lag3",-0.00224801125591574,0.00325176098807463,-0.691321183863143,0.489363722118189
"MortalityProportion","TotalTreatments_Lag3",0.00105126426082435,0.000277399619236828,3.78971054003807,0.000150822932315342
"MortalityProportion","TreatmentProportion_Lag3",2.29805957102548,0.719821724565289,3.19253989230918,0.00141027463113233
"MortalityProportion","WaterMedications_Lag3",0.109588880322222,0.0548475556969477,1.99806315759521,0.0457098133545515
"MortalityProportion","ReHS_Lag3",-0.00321765040864589,0.00180056978606792,-1.78701788375145,0.0739345981531903
"MortalityProportion","WaterIntakeRMS_Lag3",3.27129101699701e-05,2.25839064977317e-05,1.44850538471968,0.147475761132737
"MortalityProportion","WaterIntakeHdRMS_Lag3",-0.0154466381150232,0.0515602498543643,-0.299584237055743,0.764494309233774
"MortalityProportion","WaterIntakeVC_Lag3",-4.58619024017311e-05,4.41176635055117e-05,-1.03953606690893,0.298555493195628
"MortalityProportion","WaterIntakeHdVC_Lag3",-0.817260862726124,0.126599751199944,-6.45546973813079,1.07883738206761e-10
"MortalityProportion","TempReHS_Lag3",-0.011877732912406,0.00505197590526701,-2.35110640571796,0.018717680398391
"MortalityProportion","LowTempRMS_Lag3",-0.000747100750267703,0.00686253631434297,-0.108866564204,0.913308326878104
"MortalityProportion","HiTempRMS_Lag3",-0.00634763602841136,0.00445609852889995,-1.42448287156217,0.154306739898343
"MortalityProportion","TempRangeRMS_Lag3",-0.0104172498856135,0.00577593042575733,-1.80356221729377,0.0712999636162876
"MortalityProportion","SetPointRMS_Lag3",0.0086207376941209,0.00664668277444353,1.29699851590144,0.194631697439847
"MortalityProportion","LowTempVC_Lag3",-0.00424498247073396,0.00641197442249691,-0.662039832198972,0.507945694374922
"MortalityProportion","AvgTempVC_Lag3",-0.00467711533173074,0.00699104656076017,-0.669015045327087,0.50348588057882
"MortalityProportion","HiTempVC_Lag3",-0.00987851068540208,0.00529623775573084,-1.86519396239584,0.0621542215402368
"MortalityProportion","TempRangeVC_Lag3",-0.0090622429533393,0.00604147712043538,-1.50000451424142,0.133613233194286
"MortalityProportion","SetPointVC_Lag3",0.0138176669112917,0.0128912656269316,1.0718627100837,0.283781701369497
"MortalityProportion","Days_Lag4",-0.000348278832050416,0.00240334075765557,-0.144914461647194,0.884778408222711
"MortalityProportion","Inventory_Lag4",0.000240411285737204,4.48950742637811e-05,5.35495908358825,8.55757798291527e-08
"MortalityProportion","Euth_Lag4",0.0417108760827306,0.011136027113759,3.74557960901471,0.000179977761284853
"MortalityProportion","Dead_Lag4",0.0924097393674315,0.0133608454768575,6.91645895669519,4.63072497062454e-12
"MortalityProportion","TotalMortality_Lag4",0.0569529994934735,0.00802878699974003,7.09359950579305,1.30667923252556e-12
"MortalityProportion","MortalityProportion_Lag4",104.538576543249,14.0379613370681,7.44684887165261,9.55960203417245e-14
"MortalityProportion","Penicillin_Lag4",0.0110745293081881,0.00132499121086223,8.35819076941755,6.36874009232968e-17
"MortalityProportion","Dexamethasone_Lag4",0.00261518833204525,0.000724311173036258,3.61058676077379,0.000305505083897132
"MortalityProportion","Ceftiofur_Lag4",0.00108012814053174,0.000353513481596044,3.05540862446088,0.00224754076991721
"MortalityProportion","Enroflaxin_Lag4",-0.00231355087705476,0.000992060049818043,-2.3320673758399,0.0196971469872114
"MortalityProportion","Tetracycline_Lag4",0.00355972282047576,0.00179304156421173,1.98529855164887,0.0471112650932479
"MortalityProportion","Lincomycin_Lag4",-0.0153494817071683,0.00367880189994194,-4.17241322709183,3.01390394347275e-05
"MortalityProportion","OtherTreatments_Lag4",0.00729778588560707,0.00256385250207022,2.84641408962269,0.00442146578374151
"MortalityProportion","TotalTreatments_Lag4",0.00129365565762574,0.000271531952329077,4.76428518459562,1.89524300884983e-06
"MortalityProportion","TreatmentProportion_Lag4",3.54165385675635,0.65219905015512,5.43032660951284,5.62510087971087e-08
"MortalityProportion","WaterMedications_Lag4",0.147881483743726,0.0546314933850404,2.70689074343004,0.00679166049183237
"MortalityProportion","ReHS_Lag4",-0.00326690607525365,0.00180332428134743,-1.81160211119247,0.070047698505326
"MortalityProportion","WaterIntakeRMS_Lag4",1.20807254136882e-05,2.46684893399434e-05,0.489722951706125,0.624329958367068
"MortalityProportion","WaterIntakeHdRMS_Lag4",-0.12323163654286,0.0768559151648636,-1.60341121797218,0.108843895971373
"MortalityProportion","WaterIntakeVC_Lag4",-3.56648047816477e-05,4.36393017823189e-05,-0.817263414514524,0.413777909633367
"MortalityProportion","WaterIntakeHdVC_Lag4",-0.771464922956634,0.128626521540524,-5.99771270898888,2.00116148870765e-09
"MortalityProportion","TempReHS_Lag4",-0.00729065761762656,0.00495545493225136,-1.47123881001866,0.141226544875409
"MortalityProportion","LowTempRMS_Lag4",0.0101857339398739,0.00689610612190854,1.47702685541837,0.139668438638568
"MortalityProportion","HiTempRMS_Lag4",-0.000885548089746721,0.00447759620169518,-0.197773101873604,0.843222592066565
"MortalityProportion","TempRangeRMS_Lag4",-0.00839920606653772,0.00575572474058341,-1.45927862173728,0.144488436964194
"MortalityProportion","SetPointRMS_Lag4",0.00115106597094251,0.00633990027506681,0.181559002665919,0.855928825148377
"MortalityProportion","LowTempVC_Lag4",0.00510505308259435,0.00638481862499434,0.799561175098985,0.42396508952588
"MortalityProportion","AvgTempVC_Lag4",-0.00157180305226797,0.00695346128828694,-0.226046135457123,0.821165537917256
"MortalityProportion","HiTempVC_Lag4",-0.0142704964856591,0.00531207739438155,-2.68642480637662,0.00722212018907764
"MortalityProportion","TempRangeVC_Lag4",-0.0230277394202207,0.00610595968594607,-3.77135464441782,0.000162363725586917
"MortalityProportion","SetPointVC_Lag4",0.0215782999476092,0.0131438245928804,1.64170632338608,0.100650880567293
"MortalityProportion","Days_Lag5",-0.000954076350061637,0.00236607816947563,-0.403231119905509,0.68677820820822
"MortalityProportion","Inventory_Lag5",0.000197620157688774,4.19838556272677e-05,4.70705119232603,2.51325810678815e-06
"MortalityProportion","Euth_Lag5",0.0387202113003221,0.0113859625802712,3.40069722057701,0.000672142309372265
"MortalityProportion","Dead_Lag5",0.0707347227482988,0.0136791059439419,5.17100481845637,2.32838562928159e-07
"MortalityProportion","TotalMortality_Lag5",0.0475620701763841,0.00828310380728652,5.74205892899043,9.3532258937093e-09
"MortalityProportion","MortalityProportion_Lag5",82.6435414595502,12.8946489108805,6.40913467522298,1.46347877231125e-10
"MortalityProportion","Penicillin_Lag5",0.012308205512032,0.00130272845811385,9.44802075626134,3.4529788709546e-21
"MortalityProportion","Dexamethasone_Lag5",0.00176130857867836,0.000747778670231439,2.35538756158052,0.0185033958615698
"MortalityProportion","Ceftiofur_Lag5",0.000219693868139475,0.000400150920132518,0.549027522082716,0.582986562534684
"MortalityProportion","Enroflaxin_Lag5",-0.00297286425293493,0.00101439979485211,-2.93066330259693,0.00338239163441061
"MortalityProportion","Tetracycline_Lag5",0.00228000219662878,0.0019161865264795,1.18986443392736,0.234099679368638
"MortalityProportion","Lincomycin_Lag5",-0.00745992731189727,0.00335460395582448,-2.2237877884049,0.0261627253937633
"MortalityProportion","OtherTreatments_Lag5",0.00849771413383455,0.00247856856677621,3.42847651977095,0.000606979037746412
"MortalityProportion","TotalTreatments_Lag5",0.000724894830393923,0.000287310568144716,2.52303573472731,0.0116346577304053
"MortalityProportion","TreatmentProportion_Lag5",2.62335293156319,0.699458269246791,3.75054959946093,0.000176447396746306
"MortalityProportion","WaterMedications_Lag5",0.200981680406631,0.0543373526496646,3.69877571515939,0.000216641930106617
"MortalityProportion","ReHS_Lag5",-0.00395714397454712,0.00179942857549881,-2.19911144483753,0.0278699989422631
"MortalityProportion","WaterIntakeRMS_Lag5",1.56979418053096e-05,2.42200877055771e-05,0.648137281587747,0.516896162736717
"MortalityProportion","WaterIntakeHdRMS_Lag5",-0.0628732020249822,0.0628568122912183,-1.00026074713569,0.317184337967598
"MortalityProportion","WaterIntakeVC_Lag5",-2.77421097352102e-05,4.31812477740388e-05,-0.642457343529781,0.52057627728688
"MortalityProportion","WaterIntakeHdVC_Lag5",-0.656182720616312,0.130285256721394,-5.03650786841918,4.74101630375027e-07
"MortalityProportion","TempReHS_Lag5",0.00260480960959032,0.00476225254083721,0.546970070833831,0.584399294144894
"MortalityProportion","LowTempRMS_Lag5",0.0140345488117603,0.00691976903346515,2.02818168408323,0.0425417085378799
"MortalityProportion","HiTempRMS_Lag5",0.00168281752728338,0.004484543508973,0.375248344433782,0.707475778971017
"MortalityProportion","TempRangeRMS_Lag5",-0.00739902479983453,0.00574483239813631,-1.28794441457245,0.197765313203417
"MortalityProportion","SetPointRMS_Lag5",0.011985062611579,0.00665051031613811,1.80212676048273,0.0715254642857547
"MortalityProportion","LowTempVC_Lag5",0.00650000532333345,0.00635084968526224,1.02348593423922,0.3060781470194
"MortalityProportion","AvgTempVC_Lag5",0.0117523685575922,0.0069045655216754,1.70211558145088,0.0887337035767448
"MortalityProportion","HiTempVC_Lag5",-0.000341505706514806,0.0052628245659316,-0.0648901938942656,0.948261428278273
"MortalityProportion","TempRangeVC_Lag5",-0.00614805028980529,0.00596577978539306,-1.03055267055926,0.302750640644408
"MortalityProportion","SetPointVC_Lag5",0.0300401510947174,0.0134027243334495,2.24134663575415,0.0250036303133101
"MortalityProportion","Days_Lag6",-0.00123768901434746,0.00230621626769779,-0.536675172958951,0.591492008226716
"MortalityProportion","Inventory_Lag6",0.000232314402545458,4.21075266196689e-05,5.51717047272355,3.44501225965329e-08
"MortalityProportion","Euth_Lag6",0.0568795842299279,0.0107188464901237,5.30650236313546,1.11748712969425e-07
"MortalityProportion","Dead_Lag6",0.0378463556218012,0.0142649540233238,2.65310042779815,0.00797561371822872
"MortalityProportion","TotalMortality_Lag6",0.0461118618772246,0.00833173252713144,5.53448658212035,3.12141324322185e-08
"MortalityProportion","MortalityProportion_Lag6",80.4395014615541,14.3389458546469,5.6098615809673,2.0248850689918e-08
"MortalityProportion","Penicillin_Lag6",0.00780931825121402,0.00137622504377275,5.67444858422697,1.39136097249562e-08
"MortalityProportion","Dexamethasone_Lag6",0.00138845395098989,0.000767497817234106,1.80906566743548,0.0704408020877732
"MortalityProportion","Ceftiofur_Lag6",-7.38998358072836e-05,0.000419130980366933,-0.176316806127257,0.860045059484985
"MortalityProportion","Enroflaxin_Lag6",-0.000774313457332344,0.00092847549564795,-0.833962189591205,0.404302290744483
"MortalityProportion","Tetracycline_Lag6",0.00527648961181643,0.00297544647059195,1.77334382048779,0.0761717520107864
"MortalityProportion","Lincomycin_Lag6",-0.00750478133586126,0.00337994188864284,-2.22038768213103,0.0263924624818097
"MortalityProportion","OtherTreatments_Lag6",0.00755257306809331,0.00253347064461189,2.98111726068581,0.00287198799103884
"MortalityProportion","TotalTreatments_Lag6",0.000507343281316381,0.000296212188105198,1.71276977008184,0.0867549036283906
"MortalityProportion","TreatmentProportion_Lag6",0.726039053038818,0.802399373748083,0.90483501955818,0.365552796146206
"MortalityProportion","WaterMedications_Lag6",0.211897380883204,0.0545524855713388,3.88428462358703,0.000102631623677973
"MortalityProportion","ReHS_Lag6",-0.00503503874624403,0.00180411786570909,-2.7908590907197,0.0052568352358419
"MortalityProportion","WaterIntakeRMS_Lag6",9.45245872828187e-06,2.506944932501e-05,0.377050911878301,0.706135770056681
"MortalityProportion","WaterIntakeHdRMS_Lag6",-0.078685224635657,0.0670391902725324,-1.17371979458255,0.240507278944207
"MortalityProportion","WaterIntakeVC_Lag6",-3.05038006320871e-05,4.29229203002134e-05,-0.710664615052657,0.477292091969922
"MortalityProportion","WaterIntakeHdVC_Lag6",-0.747575246168175,0.135473645804634,-5.51823376220531,3.42423747785883e-08
"MortalityProportion","TempReHS_Lag6",-0.000977406880763362,0.00484233118092091,-0.201846351322356,0.840036844132893
"MortalityProportion","LowTempRMS_Lag6",0.0216568577660587,0.00700696924235151,3.09075964472063,0.0019964516992859
"MortalityProportion","HiTempRMS_Lag6",0.000922485883705979,0.00452219193419503,0.203990873702309,0.838360630696111
"MortalityProportion","TempRangeRMS_Lag6",-0.0134498786728896,0.0057866257153023,-2.3243042378432,0.0201091938486895
"MortalityProportion","SetPointRMS_Lag6",0.0225574706465466,0.00712332057610619,3.16670721267428,0.00154175460975775
"MortalityProportion","LowTempVC_Lag6",0.014912154967725,0.00647184871588617,2.30415691441006,0.0212138368202952
"MortalityProportion","AvgTempVC_Lag6",0.00907787344037663,0.00700984201440579,1.29501826456586,0.195313928867774
"MortalityProportion","HiTempVC_Lag6",-0.00572214496290177,0.00533112036968596,-1.07334754537513,0.283115210186054
"MortalityProportion","TempRangeVC_Lag6",-0.0208357916875091,0.00616717527123581,-3.37849838396662,0.000728828608308144
"MortalityProportion","SetPointVC_Lag6",0.0318137156547156,0.0136815652305279,2.32529795521708,0.0200560335637702
"MortalityProportion","Days_Lag7",-0.00163105330943551,0.00230723591999026,-0.70692957547332,0.479610243496676
"MortalityProportion","Inventory_Lag7",0.000220541231490525,4.13805109809071e-05,5.32959178759978,9.84337627259383e-08
"MortalityProportion","Euth_Lag7",0.0876948567587801,0.00995175216874598,8.81200167285018,1.22930790723681e-18
"MortalityProportion","Dead_Lag7",0.0489859163912199,0.0140996377240708,3.47426773296392,0.000512249634317736
"MortalityProportion","TotalMortality_Lag7",0.0682365231207081,0.00794174311717332,8.59213425994006,8.536855227614e-18
"MortalityProportion","MortalityProportion_Lag7",123.752273272026,10.6712225010325,11.5968225065171,4.2766370805316e-31
"MortalityProportion","Penicillin_Lag7",0.00749047565727093,0.0013899425139685,5.38905428245696,7.08294118637825e-08
"MortalityProportion","Dexamethasone_Lag7",0.00148422708121049,0.000780359058636437,1.90197969099502,0.0571738097178207
"MortalityProportion","Ceftiofur_Lag7",0.000140659933418138,0.000409217140367312,0.343729329841565,0.731049851657375
"MortalityProportion","Enroflaxin_Lag7",-0.00235153759568933,0.0010012741674358,-2.34854515593015,0.0188469137761634
"MortalityProportion","Tetracycline_Lag7",0.0118456546159018,0.00252950159715538,4.68299946093062,2.82707257111232e-06
"MortalityProportion","Lincomycin_Lag7",-0.00482106820103748,0.00328602550805515,-1.46714265888059,0.142337251638471
"MortalityProportion","OtherTreatments_Lag7",0.00578720409016494,0.00263543607704325,2.19591897545006,0.0280977432911353
"MortalityProportion","TotalTreatments_Lag7",0.000522902161887486,0.000298288574641464,1.75300767894312,0.079600688996761
"MortalityProportion","TreatmentProportion_Lag7",2.38710928748847,0.719111675867376,3.31952514136166,0.000901706849005807
"MortalityProportion","WaterMedications_Lag7",0.215026334849478,0.0548162447569616,3.92267540038248,8.75710975273746e-05
"MortalityProportion","ReHS_Lag7",-0.00417025585936599,0.00182771290724343,-2.28167993060552,0.0225082438047143
"MortalityProportion","WaterIntakeRMS_Lag7",3.28852918906342e-05,2.28301092113824e-05,1.44043515456503,0.149744323738183
"MortalityProportion","WaterIntakeHdRMS_Lag7",0.00586129366082814,0.0461845529931906,0.126910260703234,0.899011425444751
"MortalityProportion","WaterIntakeVC_Lag7",-2.6918742629128e-05,4.32130035542002e-05,-0.622931534841475,0.533329514099139
"MortalityProportion","WaterIntakeHdVC_Lag7",-0.68236498478936,0.138149416623478,-4.93932585071368,7.83931193222732e-07
"MortalityProportion","TempReHS_Lag7",-0.00223440823821419,0.00491118431394068,-0.454963221777626,0.649135698207265
"MortalityProportion","LowTempRMS_Lag7",0.0202362109770508,0.00702412877532311,2.88095671710117,0.00396470081544819
"MortalityProportion","HiTempRMS_Lag7",0.00303897056736377,0.00455367514386154,0.667366571254073,0.504538013189682
"MortalityProportion","TempRangeRMS_Lag7",-0.00848192575290325,0.00577790761462846,-1.46799262269767,0.142106226836552
"MortalityProportion","SetPointRMS_Lag7",0.0303343992695991,0.00751534030740207,4.03633076199117,5.42936579006247e-05
"MortalityProportion","LowTempVC_Lag7",0.0179906055853275,0.00647118248272407,2.78011099723374,0.00543403210735751
"MortalityProportion","AvgTempVC_Lag7",0.00501809579887933,0.0069654687647222,0.720424707708737,0.471263541936361
"MortalityProportion","HiTempVC_Lag7",-0.00496393097264628,0.00531261202968568,-0.934367302733372,0.350114458082225
"MortalityProportion","TempRangeVC_Lag7",-0.0229207289258175,0.00620279900188605,-3.69522354647444,0.000219693407197185
"MortalityProportion","SetPointVC_Lag7",0.0377126063330607,0.0139862265294973,2.6964103758454,0.0070091256474186
