DependentVariable,IndependentVariable,BetaEstimate,SE,t_value,WaldsP_Value,OddsRatio,LowerBound,UpperBound
HighMortalityDay_Lag0,TotalMortalityProportion_Lag0,49.74858831156543,1.578136639040887,31.52362544589304,4.45234049085225e-201,40321565572184634e5,18289437952466787e4,88894402026865e9
HighMortalityDay_Lag0,ResidualTotalMortality_Lag0,0.10699739014477362,0.0019284828559566246,55.48267635062668,0,1.1129313498858353,1.1087326028571525,1.1171459974811337
HighMortalityDay_Lag0,StdResidualTotalMortality_Lag0,0.0677422069161348,0.001220961413036984,55.48267635062668,0,1.0700894112687636,1.0675316587041304,1.0726532920808622
HighMortalityDay_Lag0,ExtremeHighMortalityDay_Lag0,0.9360185006745056,0.011326292705914185,82.6412070549572,0,2.549809117980295,2.4938282184806426,2.6070466642231227
HighMortalityDay_Lag0,Penicillin_Lag0,0.0020636472806712896,3.1040216242063254e-4,6.648301882236238,3.2437375765545295e-11,1.0020657780661986,1.0014563184456067,1.0026756085876698
HighMortalityDay_Lag0,PenicillinProportion_Lag0,6.653068822986574,0.883579365996955,7.529678803080495,5.887683183990028e-14,775.1595064778969,137.17442149137818,4380.352065277883
HighMortalityDay_Lag0,Dexamethasone_Lag0,0.0014088843309310569,2.2676892729110444e-4,6.21286323378187,5.574480807271376e-10,1.0014098772747195,1.0009648824332775,1.0018550699456883
HighMortalityDay_Lag0,DexamethasoneProportion_Lag0,2.939120035920723,0.5218989362402785,5.631588477826621,1.871707619546907e-8,18.899208368441197,6.795075243399517,52.56455067229891
HighMortalityDay_Lag0,Ceftiofur_Lag0,0.001850860857895432,1.766523914291463e-4,10.477417502937094,1.8750833917573433e-25,1.0018525747580869,1.001505754682562,1.0021995149369303
HighMortalityDay_Lag0,CeftiofurProportion_Lag0,5.486208705181478,0.5138442887127358,10.676792222261204,2.3285032432075903e-26,241.34047725901578,88.1529963100278,660.7288283062461
HighMortalityDay_Lag0,Enroflaxin_Lag0,0.0010516528354959042,2.471424474830408e-4,4.255249740407583,2.1219408918604857e-5,1.0010522060162401,1.0005674145572,1.0015372323647593
HighMortalityDay_Lag0,EnroflaxinProportion_Lag0,2.166472980294362,0.5294335467959721,4.092058377119152,4.335173022508113e-5,8.727447812300788,3.091892084432612,24.634865395184487
HighMortalityDay_Lag0,Tetracycline_Lag0,7.94770725685701e-4,5.708219882737189e-4,1.3923267533706056,0.16387827757782436,1.0007950866396265,0.99967601212408,1.0019154138888147
HighMortalityDay_Lag0,TetracyclineProportion_Lag0,1.474880869876906,1.1864869540909033,1.2430653913147933,0.2138953279906364,4.370515081915689,0.4271442246477957,44.71885835984948
HighMortalityDay_Lag0,Lincomycin_Lag0,4.858925777843497e-4,4.306542978067162e-4,1.1282659438416316,0.25925553655431144,1.0004860106427045,0.9996418742964074,1.0013308598104522
HighMortalityDay_Lag0,LincomycinProportion_Lag0,0.45213397998491184,0.7546608776462178,0.5991220604877713,0.5491155169522471,1.5716625057909204,0.35807910969137013,6.89826065038534
HighMortalityDay_Lag0,OtherTreatments_Lag0,0.004211074496164366,8.562283661538505e-4,4.9181674686630314,8.98317983617375e-7,1.004219953529419,1.0025360773158132,1.0059066580094254
HighMortalityDay_Lag0,OtherTreatmentsProportion_Lag0,5.279737222010251,1.0133257321231635,5.2103060789228355,1.9522014398979896e-7,196.31828045000532,26.940178237424696,1430.6092149496928
HighMortalityDay_Lag0,PrimaryRespiratory_Lag0,0.0016147802349938405,1.424741940268707e-4,11.333843620054395,1.8520887073653742e-29,1.0016160846946416,1.0013364230331305,1.0018958244624145
HighMortalityDay_Lag0,PrimaryRespiratoryProportion_Lag0,3.922854610940368,0.36329723707657285,10.797920299387084,6.438924053062465e-27,50.54452398633105,24.798719685913454,103.01938718457237
HighMortalityDay_Lag0,SecondaryRespiratory_Lag0,0.001205319100734925,1.5276859161608846e-4,7.889835783548519,3.606982950222688e-15,1.001206045789737,1.0009063031058545,1.0015058782379422
HighMortalityDay_Lag0,SecondaryRespiratoryProportion_Lag0,2.4332722133151936,0.34763694198914624,6.999463864203373,2.867905598819007e-12,11.39611164350681,5.765568764303014,22.525333735564484
HighMortalityDay_Lag0,TotalTreatments_Lag0,0.0011593641744908412,9.152326189420105e-5,12.667426296836334,2.7804395506529315e-36,1.0011600364969324,1.0009804589170814,1.0013396462933037
HighMortalityDay_Lag0,TotalTreatmentsProportion_Lag0,2.731981906706891,0.2215510195773966,12.331163774006018,1.7043718680958568e-34,15.363305504870768,9.951685246488946,23.717707120938794
HighMortalityDay_Lag0,WaterMedications_Lag0,0.08657757655163632,0.01501004740913103,5.767974889870686,8.448313183214098e-9,1.090435956697977,1.0588229680128687,1.12299280576749
HighMortalityDay_Lag0,WaterDispRMS_Lag0,-1.234639903550897e-5,5.24241445791846e-6,-2.3550978532153675,0.018555431036062078,0.999987653677181,0.9999773787244919,0.9999979287354471
HighMortalityDay_Lag0,WaterDispHdRMS_Lag0,-0.06393404991479684,0.007808279737186445,-8.187981484617529,3.3249521440326233e-16,0.9380668630803003,0.9238197721052487,0.9525336718048311
HighMortalityDay_Lag0,ResidualWaterDispHdRMS_Lag0,0.01032418404856831,0.020559175489616954,0.5021691679115418,0.6155702256937581,1.0103776623180878,0.97047290058472,1.0519232632835838
HighMortalityDay_Lag0,WaterDispVC_Lag0,-1.4368033370512647e-5,5.7995392865122564e-06,-2.4774439245420368,0.01327463798731621,0.9999856320698491,0.9999742652007736,0.9999969990681339
HighMortalityDay_Lag0,WaterDispHdVC_Lag0,-0.06685850505894404,0.00867474807825508,-7.707256101942338,1.6190199084074767e-14,0.9353275360887937,0.9195590555383403,0.951366412517981
HighMortalityDay_Lag0,ResidualWaterDispHdVC_Lag0,-0.03396537194237615,0.031895900537414486,-1.0648820497334488,0.28699794208186397,0.9666049757107826,0.9080268439504998,1.0289620679097196
HighMortalityDay_Lag0,SetPointRMS_Lag0,0.005442624924814873,6.76839636329768e-4,8.041232564818547,1.0757752509614007e-15,1.005457462914842,1.0041245016787614,1.006792193638326
HighMortalityDay_Lag0,LowTempRMS_Lag0,0.004774379653926361,8.967198476345059e-4,5.324271194086863,1.053043466161952e-7,1.0047857951645631,1.0030213638996048,1.0065533302693803
HighMortalityDay_Lag0,MidPointTempRMS_Lag0,0.001945385065945761,7.940682570961713e-4,2.4498965278625304,0.014320086581106724,1.0019472785551293,1.0003890869567384,1.003507897170257
HighMortalityDay_Lag0,HiTempRMS_Lag0,1.071798720695131e-4,6.270972821156294e-4,0.17091426661573442,0.8642973434668765,1.0001071856160373,0.9988786983281821,1.0013371837790557
HighMortalityDay_Lag0,TempRangeRMS_Lag0,-0.004633773457471376,9.03387515799531e-4,-5.129330853515633,3.0055012404016726e-7,0.9953769459073287,0.9936160515533261,0.9971409609324607
HighMortalityDay_Lag0,LowTempSetPointDeviationRMS_Lag0,-0.006839312212069233,0.0010735540488476776,-6.370719964598295,2.0314180708028537e-10,0.9931840226552441,0.9910963957937643,0.9952760468547944
HighMortalityDay_Lag0,HiTempSetPointDeviationRMS_Lag0,-0.0037434618928900557,5.668216368357911e-4,-6.6043030992737854,4.362419551959203e-11,0.9962635361255865,0.9951573314123133,0.9973709704824839
HighMortalityDay_Lag0,MidPointTempSetPointDeviationRMS_Lag0,-0.005229116985708567,7.707828229116387e-4,-6.7841638789452166,1.2878743630422845e-11,0.9947845310471004,0.9932828105381856,0.9962885219713119
HighMortalityDay_Lag0,SetPointVC_Lag0,0.00570966078323112,6.828704993466013e-4,8.36126438130562,7.751957673983413e-17,1.0057259919633994,1.0043808023864222,1.0070729831827352
HighMortalityDay_Lag0,LowTempVC_Lag0,0.002370889994886046,7.800522497279205e-4,3.0393989578428937,0.0023828595114551957,1.0023737027770632,1.000842342156474,1.0039074064893174
HighMortalityDay_Lag0,AvgTempVC_Lag0,0.0022921039715650734,8.176251981687302e-4,2.803367578077089,0.005077052308237582,1.0022947328500438,1.00068979638333,1.0039022433622526
HighMortalityDay_Lag0,HiTempVC_Lag0,4.1675139533201277e-4,6.450227489887854e-4,0.6461034064075445,0.5182421846269626,1.0004168382482597,0.99915286582824,1.0016824096491093
HighMortalityDay_Lag0,TempRangeVC_Lag0,-0.00201494261136123,8.330994571093962e-4,-2.4186099200598123,0.015615690039046877,0.9979870860227464,0.9963588276565142,0.9996180053031329
HighMortalityDay_Lag0,LowTempSetPointDeviationVC_Lag0,-0.006376604005099097,0.0010119463486633288,-6.301326165682497,3.2082855356425474e-10,0.9936436833897544,0.9916748289321115,0.9956164467777869
HighMortalityDay_Lag0,AvgTempSetPointDeviationVC_Lag0,-0.004900807043888213,8.293104657732044e-4,-5.909496197324562,3.664990379758789e-9,0.9951111823171079,0.9934949941967554,0.9967299996042461
HighMortalityDay_Lag0,HiTempSetPointDeviationVC_Lag0,-0.0031681171364718753,5.915009966851118e-4,-5.356063902219317,8.891887836457216e-8,0.9968368960511041,0.9956818908690622,0.9979932410556162
HighMortalityDay_Lag0,Temp_ReHS_Lag0,0.0012961705472761687,7.434105023401014e-4,1.743546187733552,0.08129748805368264,1.001297010939378,0.9998390989086589,1.0027570488196378
HighMortalityDay_Lag0,ReHS_Lag0,-0.0021438120610650004,2.9475915775472103e-4,-7.273097390408946,4.0375666975029313e-13,0.9978584842627563,0.9972821600223927,0.9984351415579394
HighMortalityDay_Lag0,Color_ReHS_Green_Lag0,-0.0802203676032897,0.017548652926896155,-4.571311994001487,4.959466441146889e-6,0.9229129438623116,0.8917087373664131,0.9552091016448088
HighMortalityDay_Lag0,Color_ReHS_Yellow_Lag0,0.06852855057948666,0.0225310871900177,3.041511046561834,0.002365711703096852,1.070931200220863,1.0246669363986824,1.119284320461629
HighMortalityDay_Lag0,Color_ReHS_Red_Lag0,0.08882242162401643,0.026660591274966616,3.331599839926193,8.695270892656645e-4,1.092886566072187,1.0372444844318167,1.1515135189707248
HighMortalityDay_Lag0,Days_Lag1,-8.079851384165532e-4,9.13767466908237e-5,-8.842349587585977,1.2361609286206613e-18,0.999192341193679,0.9990134034447966,0.9993713109929001
HighMortalityDay_Lag0,Inventory_Lag1,4.763903723094779e-5,5.226674585779919e-6,9.114597905245166,1.0786069080506997e-19,1.000047640171988,1.0000373954542354,1.0000578849946908
HighMortalityDay_Lag0,InventoryChange_Lag1,-1.1179599193578737e-4,2.7352265519956728e-5,-4.087266257861489,4.4258518869830574e-5,0.9998882102570033,0.9998346072465348,0.9999418161412297
HighMortalityDay_Lag0,TotalInventoryChange_Lag1,-6.63528554655727e-5,1.9253889514899354e-5,-3.4462052674721373,5.726965263203689e-4,0.9999336493458365,0.9998959149383112,0.9999713851773955
HighMortalityDay_Lag0,Marketing_Lag1,-0.0643506533127618,0.013609008500329802,-4.728533552698003,2.3168110547245207e-6,0.9376761426310072,0.9129955157327757,0.9630239506200471
HighMortalityDay_Lag0,Euth_Lag1,0.024549006296372754,0.0025957724625317504,9.457302845577313,4.53453147751838e-21,1.0248528141173139,1.0196518976862394,1.0300802587505957
HighMortalityDay_Lag0,EuthProportion_Lag1,23.49918415594482,2.6605102163954246,8.832585573673361,1.3479929273869615e-18,16053362336.370316,87275830.9365245,2952827140542.7827
HighMortalityDay_Lag0,Dead_Lag1,0.057806034135124126,0.0033174493063597857,17.42484324456921,2.913431794827858e-66,1.0595094671080336,1.0526426728027842,1.0664210561620129
HighMortalityDay_Lag0,DeadProportion_Lag1,47.959833962190565,3.6509484736071065,13.136267002641823,7.619735467707227e-39,6740486493134527e5,525946006910542500,8638559389587083e8
HighMortalityDay_Lag0,TotalMortality_Lag1,0.02450965884624592,0.0016592749003858953,14.771306936870884,1.8143364491721038e-48,1.0248124895656623,1.021485029788114,1.0281507884531813
HighMortalityDay_Lag0,TotalMortalityProportion_Lag1,19.990236317500194,1.6981459100094176,11.771801350915323,1.283155052200756e-31,480451246.67935205,17224964.844116457,13401095591.471672
HighMortalityDay_Lag0,ResidualTotalMortality_Lag1,0.018891862525092597,0.0023943521006106134,7.890177271870227,3.602615231847037e-15,1.0190714428462488,1.0143002160541215,1.0238651132943488
HighMortalityDay_Lag0,StdResidualTotalMortality_Lag1,0.01196081940386008,0.0015159126331042467,7.890177271870229,3.602615231846985e-15,1.0120326360472789,1.0090301587256563,1.0150440475617886
HighMortalityDay_Lag0,HighMortalityDay_Lag1,0.1289219862990356,0.013250360840007885,9.729696259272503,3.3736806859114387e-22,1.137601372210574,1.1084374036400033,1.1675326705915536
HighMortalityDay_Lag0,ExtremeHighMortalityDay_Lag1,0.15649797043473848,0.016786513936509023,9.322839216448076,1.593575730324591e-20,1.1694083889259919,1.1315590851094828,1.2085237068802035
HighMortalityDay_Lag0,Penicillin_Lag1,0.0016172374515430494,3.1182886784265505e-4,5.186298057430292,2.2205250570883493e-7,1.0016185458852847,1.0010065591115147,1.0022309068102606
HighMortalityDay_Lag0,PenicillinProportion_Lag1,5.013297220002599,0.8887123776601753,5.6410795506210185,1.7726093663990202e-8,150.39982079653043,26.34875327400862,858.4886677709253
HighMortalityDay_Lag0,Dexamethasone_Lag1,0.0011472352287924179,2.275916856235017e-4,5.040760718694512,4.782573268348891e-7,1.001147893554855,1.0007014013919657,1.001594584933266
HighMortalityDay_Lag0,DexamethasoneProportion_Lag1,2.378631751711844,0.5252505413976509,4.5285660161006005,6.061596576590666e-6,10.790129183420346,3.8541122323505017,30.208484023282924
HighMortalityDay_Lag0,Ceftiofur_Lag1,9.619845109245116e-4,1.7814860352256907e-4,5.399899252101861,6.942444845768489e-8,1.0009624473664323,1.0006130010564207,1.001312015714358
HighMortalityDay_Lag0,CeftiofurProportion_Lag1,2.7699251380542274,0.5184330038910315,5.342879633944818,9.509467161952207e-8,15.95743936011764,5.776491262974509,44.08210093971631
HighMortalityDay_Lag0,Enroflaxin_Lag1,4.098083555357602e-4,2.481742298973806e-4,1.651292947318563,0.09873480180391264,1.000409892338452,0.9999233897996482,1.0008966315801096
HighMortalityDay_Lag0,EnroflaxinProportion_Lag1,0.5956849029216682,0.5325706719031893,1.1185086493646645,0.2633977573347561,1.8142731204877007,0.6388065468601148,5.15271324613548
HighMortalityDay_Lag0,Tetracycline_Lag1,-4.6584672328720466e-4,5.717683627242968e-4,-0.814747288688012,0.4152516005122072,0.9995342617664504,0.9984147451317852,1.000655033708593
HighMortalityDay_Lag0,TetracyclineProportion_Lag1,-0.31779456244573134,1.1889713297938849,-0.2672853032552289,0.7892593371938827,0.7277522807070661,0.07078003080509589,7.482666735943345
HighMortalityDay_Lag0,Lincomycin_Lag1,-3.382018626535848e-4,4.314007542236398e-4,-0.7839621496773269,0.43309545361890844,0.9996618553211496,0.9988169530115776,1.0005074723361644
HighMortalityDay_Lag0,LincomycinProportion_Lag1,-0.8355895741820094,0.7559071363961245,-1.1054129984349403,0.2690281284765393,0.43361875563257757,0.09855233407253501,1.9078718632676672
HighMortalityDay_Lag0,OtherTreatments_Lag1,0.004133299910989343,8.582742221949992e-4,4.815826695130849,1.5044724311118983e-6,1.004141853776236,1.0024540887938156,1.00583246033581
HighMortalityDay_Lag0,OtherTreatmentsProportion_Lag1,5.169518651905912,1.0155931327338257,5.090147309277621,3.694670787292443e-7,175.83018158843217,24.02166452587163,1287.0154241028488
HighMortalityDay_Lag0,PrimaryRespiratory_Lag1,7.375300781907554e-4,1.4404467850626766e-4,5.120148039059035,3.154959040865409e-7,1.0007378021203746,1.0004553061287025,1.0010203778797133
HighMortalityDay_Lag0,PrimaryRespiratoryProportion_Lag1,1.6439130289661001,0.3675034008061573,4.473191337440699,7.858364176768147e-6,5.175381358841863,2.51835614029291,10.635736455580316
HighMortalityDay_Lag0,SecondaryRespiratory_Lag1,8.723375318675818e-4,1.5355636195726115e-4,5.68089475908772,1.4073806469903282e-8,1.0008727181289139,1.000571530323684,1.001173996596422
HighMortalityDay_Lag0,SecondaryRespiratoryProportion_Lag1,1.6507009718251247,0.3497640796743858,4.719469687572981,2.4220976540442264e-6,5.210631052886362,2.625216517930857,10.342261593989686
HighMortalityDay_Lag0,TotalTreatments_Lag1,6.733616861079939e-4,9.262563110168063e-5,7.269712261056608,4.096421367065846e-13,1.0006735884449822,1.000491936410196,1.0008552734610054
HighMortalityDay_Lag0,TotalTreatmentsProportion_Lag1,1.5540610528164542,0.22455790929405953,6.920535810570826,5.002350166652125e-12,4.730642615627437,3.0462994247191344,7.3462836171640316
HighMortalityDay_Lag0,WaterMedications_Lag1,0.07235110817228564,0.015082495701894266,4.797024948808624,1.6520812193964495e-6,1.075032730585374,1.0437180820010297,1.1072869118202215
HighMortalityDay_Lag0,WaterDispRMS_Lag1,-1.4013371112343194e-5,5.275104459970944e-6,-2.6565106375960528,0.007920116941229495,0.9999859867270745,0.9999756477206677,0.9999963258403789
HighMortalityDay_Lag0,WaterDispHdRMS_Lag1,-0.06949265313883927,0.007853541418128702,-8.848575367340151,1.2046220438805685e-18,0.9328669870036146,0.9186173734367151,0.947337640899902
HighMortalityDay_Lag0,ResidualWaterDispHdRMS_Lag1,0.0014392295342261277,0.020888299791475884,0.06890122932903567,0.9450709635845013,1.0014402657220967,0.9612681871231902,1.0432911639475908
HighMortalityDay_Lag0,WaterDispVC_Lag1,-1.520225442670755e-5,5.876536979999758e-6,-2.586940995767915,0.009719220614795148,0.9999847978611269,0.9999732800900757,0.9999963157648409
HighMortalityDay_Lag0,WaterDispHdVC_Lag1,-0.07037847089096598,0.00877054559480082,-8.024411951371228,1.3390024535746587e-15,0.9320410027559193,0.9161558926949973,0.9482015427121895
HighMortalityDay_Lag0,ResidualWaterDispHdVC_Lag1,-0.020874936149858036,0.03263815380855944,-0.6395869163525889,0.5224806277324889,0.9793414371215855,0.9186540055999435,1.0440379562020292
HighMortalityDay_Lag0,SetPointRMS_Lag1,0.005866959675506543,6.796453871611716e-4,8.632383572869372,7.743725372682158e-18,1.00588420399083,1.0045451527311033,1.0072250401959832
HighMortalityDay_Lag0,LowTempRMS_Lag1,0.005027949444654677,9.060730099731491e-4,5.549165894262403,3.003162525336138e-8,1.0050406107937773,1.0032573399846543,1.006827051332791
HighMortalityDay_Lag0,MidPointTempRMS_Lag1,0.0023583219633684987,8.027849553623161e-4,2.9376758341268756,0.0033204140340281573,1.002361104991939,1.000785171536773,1.0039395200648644
HighMortalityDay_Lag0,HiTempRMS_Lag1,4.955773812968876e-4,6.339031602193548e-4,0.7817872072532321,0.434372941860088,1.0004957002000552,0.9992534060273425,1.001739538820655
HighMortalityDay_Lag0,TempRangeRMS_Lag1,-0.004067271233512417,9.118731665085218e-4,-4.460347538337621,8.343971560223579e-6,0.9959409889115862,0.9941625617990574,0.9977225973981841
HighMortalityDay_Lag0,LowTempSetPointDeviationRMS_Lag1,-0.007497190828037312,0.0010830162370465968,-6.922510089490695,4.938469422952146e-12,0.9925308430050385,0.9904262205920106,0.9946399376699205
HighMortalityDay_Lag0,HiTempSetPointDeviationRMS_Lag1,-0.003692290410712665,5.724547391265458e-4,-6.449925484670421,1.213721163087781e-10,0.9963145177117598,0.9951972684761404,0.9974330212171547
HighMortalityDay_Lag0,MidPointTempSetPointDeviationRMS_Lag1,-0.005353735624148848,7.782905055069352e-4,-6.878839695804489,6.6984859634450496e-12,0.994660570077384,0.9931444224139835,0.9961790323122459
HighMortalityDay_Lag0,SetPointVC_Lag1,0.006108519459387578,6.854998598273819e-4,8.911044067792785,6.745469855148199e-19,1.006127214511358,1.0047763101120093,1.0074799351783454
HighMortalityDay_Lag0,LowTempVC_Lag1,0.002771808123321121,7.843285853003335e-4,3.5339884013786715,4.130991954269938e-4,1.0027756531351817,1.0012352864346805,1.0043183896378702
HighMortalityDay_Lag0,AvgTempVC_Lag1,0.002801288806042532,8.251168148134899e-4,3.3950208694701463,6.917201758000455e-4,1.0028052160818184,1.0011847611246278,1.0044282938059248
HighMortalityDay_Lag0,HiTempVC_Lag1,7.141873510804025e-4,6.494019882988445e-4,1.0997615713362194,0.2714896533050789,1.000714442443591,0.9994415154645918,1.0019889906711261
HighMortalityDay_Lag0,TempRangeVC_Lag1,-0.00199586406310251,8.348126687311648e-4,-2.3907927345377162,0.01684938900040618,0.9980061263491591,0.9963744911915058,0.9996404334271708
HighMortalityDay_Lag0,LowTempSetPointDeviationVC_Lag1,-0.007118494661275841,0.0010157205715256214,-7.008319867523996,2.7403715039411037e-12,0.9929067818094762,0.9909320570608365,0.9948854417803192
HighMortalityDay_Lag0,AvgTempSetPointDeviationVC_Lag1,-0.0052843693120885925,8.340136205891439e-4,-6.3360707566810905,2.571419978234623e-10,0.9947295684059341,0.9931048454106571,0.9963569494537053
HighMortalityDay_Lag0,HiTempSetPointDeviationVC_Lag1,-0.003361300802798514,5.937448362798662e-4,-5.661187428355401,1.5891515941334176e-8,0.9966443420445386,0.9954851818896827,0.9978048519455174
HighMortalityDay_Lag0,Temp_ReHS_Lag1,0.0018032691789383873,7.473807595749805e-4,2.4127851243640097,0.015865870800374215,1.0018048960465507,1.0003384601548888,1.003273481644847
HighMortalityDay_Lag0,ReHS_Lag1,-0.002008652493411073,2.956695425420794e-4,-6.793572568013845,1.2177937628429697e-11,0.9979933634989733,0.9974151816140706,0.9985718805444973
HighMortalityDay_Lag0,Color_ReHS_Green_Lag1,-0.06497490482241607,0.017587666539996952,-3.6943448225296707,2.227430513658494e-4,0.937090979546875,0.9053381748252749,0.9699574461417112
HighMortalityDay_Lag0,Color_ReHS_Yellow_Lag1,0.0555593309925623,0.022544448725200845,2.464435110824265,0.01375538356889074,1.057131735886979,1.0114371209094541,1.104890738056529
HighMortalityDay_Lag0,Color_ReHS_Red_Lag1,0.07189279890341041,0.026752351361765608,2.6873450460941317,0.007225415021599893,1.0745401460072634,1.019648734694801,1.1323865622477471
HighMortalityDay_Lag0,Days_Lag2,-8.501186399054867e-4,9.243681926482173e-5,-9.19675348704921,5.108835476288822e-20,0.9991502426085702,0.9989692367960619,0.9993312812179885
HighMortalityDay_Lag0,Inventory_Lag2,5.0716944603219165e-5,5.282320986159942e-6,9.60126140310314,1.1613144237424163e-21,1.0000507182307292,1.0000403644100913,1.0000610721585645
HighMortalityDay_Lag0,InventoryChange_Lag2,-5.0378964072386285e-5,2.7625390215266174e-5,-1.8236471477802392,0.06825905485326741,0.9999496223049263,0.9998954807336249,1.0000037668078439
HighMortalityDay_Lag0,TotalInventoryChange_Lag2,-4.0691836660901876e-5,1.9748719080168343e-5,-2.060479795966342,0.03939914833971585,0.9999593089912406,0.999920603825985,0.999998015654705
HighMortalityDay_Lag0,Marketing_Lag2,-0.06654607116267082,0.013863665137997944,-4.800034514702709,1.6278535551739519e-6,0.9356198097709106,0.9105387198187728,0.9613917666345759
HighMortalityDay_Lag0,Euth_Lag2,0.02397459241912368,0.0026113785727327095,9.180818388210627,5.915117258309592e-20,1.0242642934821389,1.0190351929710353,1.0295202267192798
HighMortalityDay_Lag0,EuthProportion_Lag2,24.057205585375808,2.7976803490724205,8.598982937186534,1.033125876254815e-17,28048628850.235996,116540813.62855893,6750644309775.952
HighMortalityDay_Lag0,Dead_Lag2,0.052067149646177965,0.0033491804136787603,15.546236157814828,2.2173817442068018e-53,1.0534464786966953,1.046553888949506,1.060384462946666
HighMortalityDay_Lag0,DeadProportion_Lag2,45.59320345955422,3.6746147669497344,12.407614498703149,6.863963211056153e-35,6322322928888298e4,47095719765320904,848734607228151e8
HighMortalityDay_Lag0,TotalMortality_Lag2,0.022845184352405346,0.001671427775565434,13.668065522410597,7.440732369030834e-42,1.02310813413737,1.0197619175786659,1.0264653308720002
HighMortalityDay_Lag0,TotalMortalityProportion_Lag2,19.64736454122911,1.743525702043948,11.26875532617406,3.868839632170113e-29,340990283.6780587,11184664.592790276,10395874869.398796
HighMortalityDay_Lag0,ResidualTotalMortality_Lag2,0.014106504746168183,0.0024130946647437936,5.845814899957901,5.32789668586152e-9,1.014206470989247,1.009420939492657,1.0190146900592854
HighMortalityDay_Lag0,StdResidualTotalMortality_Lag2,0.008931112825138752,0.001527778928683334,5.8458148999579,5.327896685861541e-9,1.008971114210231,1.0059543230510577,1.011996952528594
HighMortalityDay_Lag0,HighMortalityDay_Lag2,0.1147016569294128,0.013363001359284135,8.58352505140787,1.1798419497074171e-17,1.1215387843289832,1.0925453684002704,1.151301612852842
HighMortalityDay_Lag0,ExtremeHighMortalityDay_Lag2,0.14670434112509637,0.016949651081054094,8.65530154122635,6.356329092344749e-18,1.1580115360236918,1.1201728738034367,1.1971283619917952
HighMortalityDay_Lag0,Penicillin_Lag2,0.0016250742347722962,3.1336633313772935e-4,5.1858609650260385,2.2263072614006803e-7,1.0016263953834645,1.001011387329398,1.0022417812902822
HighMortalityDay_Lag0,PenicillinProportion_Lag2,5.1619596914048556,0.8928218457653524,5.781623417805012,7.800947316258959e-9,174.5060988401101,30.326710950638294,1004.1437919845818
HighMortalityDay_Lag0,Dexamethasone_Lag2,9.626768601764159e-4,2.2857045265061977e-4,4.211729245896497,2.5742754264993957e-5,1.0009631403822736,1.0005148112428264,1.001411670417315
HighMortalityDay_Lag0,DexamethasoneProportion_Lag2,1.9996326637224593,0.526209668529858,3.8000682680519713,1.462016318613461e-4,7.386342329032312,2.633362939010644,20.718015049665716
HighMortalityDay_Lag0,Ceftiofur_Lag2,0.0011754254923803155,1.7852072094575429e-4,6.584252439454818,4.991848718477246e-11,1.00117611657567,1.0008258657187739,1.0015264900069991
HighMortalityDay_Lag0,CeftiofurProportion_Lag2,3.2338219943076045,0.5197170116032016,6.222274665075988,5.257946107607258e-10,25.37646054952793,9.163027631821848,70.27859959576597
HighMortalityDay_Lag0,Enroflaxin_Lag2,4.096283504387714e-4,2.4930766222670895e-4,1.6430636217922343,0.10042630489501836,1.0004097122595883,0.9999209884540511,1.000898674934957
HighMortalityDay_Lag0,EnroflaxinProportion_Lag2,0.594427511006175,0.5340624531015483,1.1130299603614873,0.26574367121529585,1.8119933017467025,0.6361410922578455,5.161307397894202
