,Airspace id,Fullname,Date (America/Chicago),Temperature shock - color,Temperature (°C) - data,ReHS - color,ReHS - data
35,355,"House 1, Floor 1, Room 1",2021-02-09,green,25.01,green,96.0
36,355,"House 1, Floor 1, Room 1",2021-02-10,green,24.97,green,97.0
37,355,"House 1, Floor 1, Room 1",2021-02-11,green,24.73,green,98.0
38,355,"House 1, Floor 1, Room 1",2021-02-12,green,24.25,green,94.0
39,355,"House 1, Floor 1, Room 1",2021-02-13,green,23.74,green,99.0
40,355,"House 1, Floor 1, Room 1",2021-02-14,green,23.29,green,96.0
41,355,"House 1, Floor 1, Room 1",2021-02-15,green,22.99,green,98.0
42,355,"House 1, Floor 1, Room 1",2021-02-16,green,23.06,green,91.0
43,355,"House 1, Floor 1, Room 1",2021-02-17,yellow,23.12,green,95.0
44,355,"House 1, Floor 1, Room 1",2021-02-18,green,23.03,green,94.0
45,355,"House 1, Floor 1, Room 1",2021-02-19,yellow,22.72,green,96.0
46,355,"House 1, Floor 1, Room 1",2021-02-20,yellow,22.63,green,88.0
47,355,"House 1, Floor 1, Room 1",2021-02-21,green,22.55,green,95.0
48,355,"House 1, Floor 1, Room 1",2021-02-22,green,22.73,green,97.0
49,355,"House 1, Floor 1, Room 1",2021-02-23,yellow,22.57,green,99.0
50,355,"House 1, Floor 1, Room 1",2021-02-24,green,23.04,green,98.0
51,355,"House 1, Floor 1, Room 1",2021-02-25,green,22.44,green,97.0
52,355,"House 1, Floor 1, Room 1",2021-02-26,green,22.83,green,99.0
53,355,"House 1, Floor 1, Room 1",2021-02-27,green,22.97,green,98.0
54,355,"House 1, Floor 1, Room 1",2021-02-28,green,23.5,green,99.0
55,355,"House 1, Floor 1, Room 1",2021-03-01,green,22.91,green,99.0
56,355,"House 1, Floor 1, Room 1",2021-03-02,green,22.57,green,98.0
57,355,"House 1, Floor 1, Room 1",2021-03-03,green,23.07,green,96.0
58,355,"House 1, Floor 1, Room 1",2021-03-04,green,22.44,green,97.0
59,355,"House 1, Floor 1, Room 1",2021-03-05,green,22.48,green,96.0
60,355,"House 1, Floor 1, Room 1",2021-03-06,green,22.72,green,98.0
61,355,"House 1, Floor 1, Room 1",2021-03-07,green,22.76,green,98.0
62,355,"House 1, Floor 1, Room 1",2021-03-08,green,22.97,green,98.0
63,355,"House 1, Floor 1, Room 1",2021-03-09,green,23.03,green,96.0
64,355,"House 1, Floor 1, Room 1",2021-03-10,green,23.15,green,96.0
65,355,"House 1, Floor 1, Room 1",2021-03-11,green,22.36,green,98.0
66,355,"House 1, Floor 1, Room 1",2021-03-12,green,22.32,green,99.0
67,355,"House 1, Floor 1, Room 1",2021-03-13,green,22.25,green,96.0
68,355,"House 1, Floor 1, Room 1",2021-03-14,green,21.92,green,99.0
69,355,"House 1, Floor 1, Room 1",2021-03-15,green,21.63,green,98.0
70,355,"House 1, Floor 1, Room 1",2021-03-16,blue,20.27,blue,
176,355,"House 1, Floor 1, Room 1",2021-03-17,blue,,blue,
71,355,"House 1, Floor 1, Room 1",2021-03-18,green,11.89,blue,
72,355,"House 1, Floor 1, Room 1",2021-03-19,green,12.43,green,97.0
73,355,"House 1, Floor 1, Room 1",2021-03-20,green,12.49,green,96.0
74,355,"House 1, Floor 1, Room 1",2021-03-21,green,13.26,green,98.0
75,355,"House 1, Floor 1, Room 1",2021-03-22,green,13.46,green,96.0
76,355,"House 1, Floor 1, Room 1",2021-03-23,green,13.45,green,99.0
77,355,"House 1, Floor 1, Room 1",2021-03-24,green,13.16,green,99.0
78,355,"House 1, Floor 1, Room 1",2021-03-25,green,11.83,green,98.0
79,355,"House 1, Floor 1, Room 1",2021-03-26,green,11.62,green,98.0
80,355,"House 1, Floor 1, Room 1",2021-03-27,green,13.47,green,97.0
81,355,"House 1, Floor 1, Room 1",2021-03-28,green,11.95,green,98.0
82,355,"House 1, Floor 1, Room 1",2021-03-29,green,13.96,green,96.0
83,355,"House 1, Floor 1, Room 1",2021-03-30,yellow,18.22,green,98.0
84,355,"House 1, Floor 1, Room 1",2021-03-31,green,29.27,green,95.0
85,355,"House 1, Floor 1, Room 1",2021-04-01,green,30.03,green,73.0
86,355,"House 1, Floor 1, Room 1",2021-04-02,green,29.62,green,71.0
87,355,"House 1, Floor 1, Room 1",2021-04-03,green,28.99,green,66.0
88,355,"House 1, Floor 1, Room 1",2021-04-04,green,28.74,red,36.0
89,355,"House 1, Floor 1, Room 1",2021-04-05,green,28.97,yellow,51.0
90,355,"House 1, Floor 1, Room 1",2021-04-06,green,28.96,yellow,45.0
91,355,"House 1, Floor 1, Room 1",2021-04-07,green,28.85,green,69.0
92,355,"House 1, Floor 1, Room 1",2021-04-08,green,29.25,green,79.0
93,355,"House 1, Floor 1, Room 1",2021-04-09,green,29.07,green,81.0
94,355,"House 1, Floor 1, Room 1",2021-04-10,green,29.1,green,91.0
95,355,"House 1, Floor 1, Room 1",2021-04-11,green,29.01,green,91.0
96,355,"House 1, Floor 1, Room 1",2021-04-12,green,28.76,green,94.0
97,355,"House 1, Floor 1, Room 1",2021-04-13,green,28.7,green,92.0
98,355,"House 1, Floor 1, Room 1",2021-04-14,green,28.83,green,95.0
99,355,"House 1, Floor 1, Room 1",2021-04-15,green,28.38,green,93.0
100,355,"House 1, Floor 1, Room 1",2021-04-16,green,27.5,green,92.0
101,355,"House 1, Floor 1, Room 1",2021-04-17,green,26.79,green,89.0
102,355,"House 1, Floor 1, Room 1",2021-04-18,green,26.7,green,88.0
103,355,"House 1, Floor 1, Room 1",2021-04-19,green,26.74,green,88.0
104,355,"House 1, Floor 1, Room 1",2021-04-20,green,26.64,green,90.0
105,355,"House 1, Floor 1, Room 1",2021-04-21,yellow,26.21,green,92.0
106,355,"House 1, Floor 1, Room 1",2021-04-22,green,26.15,green,93.0
107,355,"House 1, Floor 1, Room 1",2021-04-23,green,25.41,green,86.0
108,355,"House 1, Floor 1, Room 1",2021-04-24,green,25.58,green,86.0
109,355,"House 1, Floor 1, Room 1",2021-04-25,yellow,25.45,green,87.0
110,355,"House 1, Floor 1, Room 1",2021-04-26,green,34.13,green,89.0
111,355,"House 1, Floor 1, Room 1",2021-04-27,green,27.39,green,97.0
112,355,"House 1, Floor 1, Room 1",2021-04-28,green,26.08,green,98.0
113,355,"House 1, Floor 1, Room 1",2021-04-29,green,25.4,green,93.0
114,355,"House 1, Floor 1, Room 1",2021-04-30,green,25.03,green,81.0
115,355,"House 1, Floor 1, Room 1",2021-05-01,green,25.9,green,86.0
116,355,"House 1, Floor 1, Room 1",2021-05-02,green,26.28,green,96.0
117,355,"House 1, Floor 1, Room 1",2021-05-03,green,25.18,green,97.0
118,355,"House 1, Floor 1, Room 1",2021-05-04,green,25.04,green,86.0
119,355,"House 1, Floor 1, Room 1",2021-05-05,green,24.44,green,88.0
120,355,"House 1, Floor 1, Room 1",2021-05-06,green,24.41,green,89.0
121,355,"House 1, Floor 1, Room 1",2021-05-07,green,23.42,green,88.0
177,355,"House 1, Floor 1, Room 1",2021-05-08,green,,green,83.0
178,355,"House 1, Floor 1, Room 1",2021-05-09,green,,green,86.0
122,355,"House 1, Floor 1, Room 1",2021-05-10,green,23.65,green,85.0
123,355,"House 1, Floor 1, Room 1",2021-05-11,green,23.56,green,90.0
124,355,"House 1, Floor 1, Room 1",2021-05-12,green,23.67,green,90.0
125,355,"House 1, Floor 1, Room 1",2021-05-13,green,24.06,green,88.0
126,355,"House 1, Floor 1, Room 1",2021-05-14,green,23.99,green,85.0
127,355,"House 1, Floor 1, Room 1",2021-05-15,green,23.43,green,82.0
128,355,"House 1, Floor 1, Room 1",2021-05-16,green,23.88,green,77.0
129,355,"House 1, Floor 1, Room 1",2021-05-17,green,23.31,green,77.0
130,355,"House 1, Floor 1, Room 1",2021-05-18,green,23.64,green,78.0
131,355,"House 1, Floor 1, Room 1",2021-05-19,blue,24.79,green,77.0
132,355,"House 1, Floor 1, Room 1",2021-05-20,green,25.8,green,87.0
133,355,"House 1, Floor 1, Room 1",2021-05-21,green,25.07,green,81.0
134,355,"House 1, Floor 1, Room 1",2021-05-22,green,25.66,green,85.0
135,355,"House 1, Floor 1, Room 1",2021-05-23,green,25.73,green,95.0
136,355,"House 1, Floor 1, Room 1",2021-05-24,green,26.98,green,96.0
137,355,"House 1, Floor 1, Room 1",2021-05-25,green,24.91,green,94.0
138,355,"House 1, Floor 1, Room 1",2021-05-26,green,24.19,green,96.0
139,355,"House 1, Floor 1, Room 1",2021-05-27,blue,20.01,blue,
179,355,"House 1, Floor 1, Room 1",2021-05-28,blue,,blue,
180,355,"House 1, Floor 1, Room 1",2021-05-29,blue,,blue,
181,355,"House 1, Floor 1, Room 1",2021-05-30,blue,,blue,
182,355,"House 1, Floor 1, Room 1",2021-05-31,blue,,blue,
140,355,"House 1, Floor 1, Room 1",2021-06-01,green,20.27,blue,
141,355,"House 1, Floor 1, Room 1",2021-06-02,green,21.05,green,97.0
142,355,"House 1, Floor 1, Room 1",2021-06-03,green,23.27,green,99.0
143,355,"House 1, Floor 1, Room 1",2021-06-04,green,24.56,green,96.0
144,355,"House 1, Floor 1, Room 1",2021-06-05,green,25.65,green,99.0
145,355,"House 1, Floor 1, Room 1",2021-06-06,green,25.71,green,99.0
146,355,"House 1, Floor 1, Room 1",2021-06-07,green,25.64,green,98.0
147,355,"House 1, Floor 1, Room 1",2021-06-08,green,25.89,green,99.0
148,355,"House 1, Floor 1, Room 1",2021-06-09,green,28.29,green,97.0
149,355,"House 1, Floor 1, Room 1",2021-06-10,green,29.78,green,73.0
150,355,"House 1, Floor 1, Room 1",2021-06-11,green,30.41,green,66.0
151,355,"House 1, Floor 1, Room 1",2021-06-12,green,30.37,green,71.0
152,355,"House 1, Floor 1, Room 1",2021-06-13,green,29.58,yellow,52.0
153,355,"House 1, Floor 1, Room 1",2021-06-14,green,29.22,green,70.0
154,355,"House 1, Floor 1, Room 1",2021-06-15,green,29.59,green,85.0
155,355,"House 1, Floor 1, Room 1",2021-06-16,green,29.4,green,78.0
156,355,"House 1, Floor 1, Room 1",2021-06-17,green,29.68,green,88.0
157,355,"House 1, Floor 1, Room 1",2021-06-18,green,30.06,green,89.0
158,355,"House 1, Floor 1, Room 1",2021-06-19,green,29.17,green,92.0
159,355,"House 1, Floor 1, Room 1",2021-06-20,green,28.33,green,88.0
160,355,"House 1, Floor 1, Room 1",2021-06-21,green,28.33,green,
183,355,"House 1, Floor 1, Room 1",2021-06-21,green,27.18,green,84.0
184,355,"House 1, Floor 1, Room 1",2021-06-22,green,27.21,green,79.0
185,355,"House 1, Floor 1, Room 1",2021-06-23,green,26.98,green,78.0
186,355,"House 1, Floor 1, Room 1",2021-06-24,green,27.27,green,80.0
187,355,"House 1, Floor 1, Room 1",2021-06-25,green,27.32,green,90.0
188,355,"House 1, Floor 1, Room 1",2021-06-26,green,27.02,green,95.0
189,355,"House 1, Floor 1, Room 1",2021-06-27,green,26.9,green,99.0
190,355,"House 1, Floor 1, Room 1",2021-06-28,green,26.65,green,97.0
191,355,"House 1, Floor 1, Room 1",2021-06-29,green,26.9,green,97.0
192,355,"House 1, Floor 1, Room 1",2021-06-30,green,26.29,green,99.0
193,355,"House 1, Floor 1, Room 1",2021-07-01,green,26.39,green,98.0
194,355,"House 1, Floor 1, Room 1",2021-07-02,green,26.01,green,97.0
195,355,"House 1, Floor 1, Room 1",2021-07-03,blue,26.27,green,97.0
196,355,"House 1, Floor 1, Room 1",2021-07-04,blue,26.83,green,98.0
197,355,"House 1, Floor 1, Room 1",2021-07-05,blue,27.3,green,97.0
198,355,"House 1, Floor 1, Room 1",2021-07-06,blue,27.11,green,99.0
199,355,"House 1, Floor 1, Room 1",2021-07-07,green,26.39,green,99.0
200,355,"House 1, Floor 1, Room 1",2021-07-08,green,24.4,green,92.0
201,355,"House 1, Floor 1, Room 1",2021-07-09,green,24.6,green,91.0
202,355,"House 1, Floor 1, Room 1",2021-07-10,green,23.66,green,94.0
203,355,"House 1, Floor 1, Room 1",2021-07-11,green,23.56,green,92.0
204,355,"House 1, Floor 1, Room 1",2021-07-12,green,23.76,green,92.0
205,355,"House 1, Floor 1, Room 1",2021-07-13,green,24.73,green,93.0
206,355,"House 1, Floor 1, Room 1",2021-07-14,green,25.37,green,96.0
207,355,"House 1, Floor 1, Room 1",2021-07-15,green,24.07,green,99.0
208,355,"House 1, Floor 1, Room 1",2021-07-16,green,23.89,green,98.0
209,355,"House 1, Floor 1, Room 1",2021-07-17,green,23.88,green,97.0
210,355,"House 1, Floor 1, Room 1",2021-07-18,green,24.26,green,99.0
211,355,"House 1, Floor 1, Room 1",2021-07-19,green,24.99,green,99.0
212,355,"House 1, Floor 1, Room 1",2021-07-20,yellow,25.62,green,98.0
213,355,"House 1, Floor 1, Room 1",2021-07-21,green,25.0,green,98.0
214,355,"House 1, Floor 1, Room 1",2021-07-22,yellow,25.92,green,99.0
215,355,"House 1, Floor 1, Room 1",2021-07-23,yellow,26.2,green,97.0
216,355,"House 1, Floor 1, Room 1",2021-07-24,yellow,27.58,green,96.0
217,355,"House 1, Floor 1, Room 1",2021-07-25,yellow,26.07,green,99.0
218,355,"House 1, Floor 1, Room 1",2021-07-26,yellow,46.28,green,96.0
219,355,"House 1, Floor 1, Room 1",2021-07-27,yellow,88.33,green,95.0
220,355,"House 1, Floor 1, Room 1",2021-07-28,yellow,46.47,green,96.0
221,355,"House 1, Floor 1, Room 1",2021-07-29,yellow,26.36,green,97.0
222,355,"House 1, Floor 1, Room 1",2021-07-30,green,22.63,green,95.0
223,355,"House 1, Floor 1, Room 1",2021-07-31,green,23.25,green,95.0
224,355,"House 1, Floor 1, Room 1",2021-08-01,green,23.97,green,94.0
225,355,"House 1, Floor 1, Room 1",2021-08-02,green,23.23,green,95.0
226,355,"House 1, Floor 1, Room 1",2021-08-03,green,23.92,green,96.0
227,355,"House 1, Floor 1, Room 1",2021-08-04,yellow,24.35,green,97.0
228,355,"House 1, Floor 1, Room 1",2021-08-05,green,23.79,green,91.0
229,355,"House 1, Floor 1, Room 1",2021-08-06,green,24.38,green,93.0
230,355,"House 1, Floor 1, Room 1",2021-08-07,green,25.46,green,94.0
231,355,"House 1, Floor 1, Room 1",2021-08-08,yellow,25.69,green,97.0
232,355,"House 1, Floor 1, Room 1",2021-08-09,yellow,26.04,green,97.0
233,355,"House 1, Floor 1, Room 1",2021-08-10,yellow,27.59,green,98.0
234,355,"House 1, Floor 1, Room 1",2021-08-11,green,26.3,green,99.0
235,355,"House 1, Floor 1, Room 1",2021-08-12,yellow,24.64,green,96.0
236,355,"House 1, Floor 1, Room 1",2021-08-13,yellow,23.46,green,99.0
237,355,"House 1, Floor 1, Room 1",2021-08-14,yellow,23.34,green,96.0
238,355,"House 1, Floor 1, Room 1",2021-08-15,yellow,23.01,green,95.0
239,355,"House 1, Floor 1, Room 1",2021-08-16,yellow,23.42,green,94.0
240,355,"House 1, Floor 1, Room 1",2021-08-17,yellow,24.24,green,96.0
241,355,"House 1, Floor 1, Room 1",2021-08-18,yellow,24.92,green,95.0
242,355,"House 1, Floor 1, Room 1",2021-08-19,yellow,25.36,green,99.0
243,355,"House 1, Floor 1, Room 1",2021-08-20,yellow,25.11,green,96.0
244,355,"House 1, Floor 1, Room 1",2021-08-21,yellow,24.34,green,99.0
245,355,"House 1, Floor 1, Room 1",2021-08-22,yellow,23.63,green,96.0
246,355,"House 1, Floor 1, Room 1",2021-08-23,yellow,24.54,green,95.0
247,355,"House 1, Floor 1, Room 1",2021-08-24,red,26.25,green,96.0
248,355,"House 1, Floor 1, Room 1",2021-08-25,green,24.36,green,96.0
249,355,"House 1, Floor 1, Room 1",2021-08-26,green,25.07,green,96.0
250,355,"House 1, Floor 1, Room 1",2021-08-27,yellow,26.16,green,96.0
251,355,"House 1, Floor 1, Room 1",2021-08-28,yellow,26.67,green,97.0
252,355,"House 1, Floor 1, Room 1",2021-08-29,yellow,25.3,green,97.0
253,355,"House 1, Floor 1, Room 1",2021-08-30,yellow,23.53,green,99.0
254,355,"House 1, Floor 1, Room 1",2021-08-31,green,21.95,green,96.0
255,355,"House 1, Floor 1, Room 1",2021-09-01,green,22.74,green,97.0
256,355,"House 1, Floor 1, Room 1",2021-09-02,green,21.95,green,97.0
257,355,"House 1, Floor 1, Room 1",2021-09-03,green,21.92,green,91.0
258,355,"House 1, Floor 1, Room 1",2021-09-04,green,22.32,green,94.0
259,355,"House 1, Floor 1, Room 1",2021-09-05,yellow,23.23,green,97.0
260,355,"House 1, Floor 1, Room 1",2021-09-06,yellow,24.21,green,97.0
261,355,"House 1, Floor 1, Room 1",2021-09-07,red,24.4,green,97.0
262,355,"House 1, Floor 1, Room 1",2021-09-08,green,22.27,green,93.0
263,355,"House 1, Floor 1, Room 1",2021-09-09,green,22.03,green,93.0
264,355,"House 1, Floor 1, Room 1",2021-09-10,green,22.54,green,97.0
265,355,"House 1, Floor 1, Room 1",2021-09-11,yellow,24.56,green,96.0
266,355,"House 1, Floor 1, Room 1",2021-09-12,yellow,25.02,green,97.0
267,355,"House 1, Floor 1, Room 1",2021-09-13,yellow,24.32,green,98.0
268,355,"House 1, Floor 1, Room 1",2021-09-14,yellow,24.18,green,98.0
269,355,"House 1, Floor 1, Room 1",2021-09-15,yellow,22.33,green,96.0
270,355,"House 1, Floor 1, Room 1",2021-09-16,yellow,22.71,green,97.0
271,355,"House 1, Floor 1, Room 1",2021-09-17,yellow,24.74,green,95.0
272,355,"House 1, Floor 1, Room 1",2021-09-18,red,23.86,green,96.0
273,355,"House 1, Floor 1, Room 1",2021-09-19,red,24.95,green,97.0
274,355,"House 1, Floor 1, Room 1",2021-09-20,red,24.45,green,96.0
275,355,"House 1, Floor 1, Room 1",2021-09-21,green,20.52,green,95.0
276,355,"House 1, Floor 1, Room 1",2021-09-22,green,20.33,green,94.0
277,355,"House 1, Floor 1, Room 1",2021-09-23,green,20.35,green,97.0
278,355,"House 1, Floor 1, Room 1",2021-09-24,yellow,21.71,green,97.0
279,355,"House 1, Floor 1, Room 1",2021-09-25,green,20.38,green,93.0
280,355,"House 1, Floor 1, Room 1",2021-09-26,yellow,23.13,green,95.0
281,355,"House 1, Floor 1, Room 1",2021-09-27,red,24.29,green,98.0
282,355,"House 1, Floor 1, Room 1",2021-09-28,red,22.85,green,98.0
283,355,"House 1, Floor 1, Room 1",2021-09-29,yellow,24.06,green,98.0
284,355,"House 1, Floor 1, Room 1",2021-09-30,red,23.77,green,98.0
285,355,"House 1, Floor 1, Room 1",2021-10-01,yellow,22.99,green,98.0
286,355,"House 1, Floor 1, Room 1",2021-10-02,green,21.73,green,97.0
287,355,"House 1, Floor 1, Room 1",2021-10-03,green,21.5,green,99.0
288,355,"House 1, Floor 1, Room 1",2021-10-04,green,22.83,green,99.0
289,355,"House 1, Floor 1, Room 1",2021-10-05,green,20.2,green,97.0
290,355,"House 1, Floor 1, Room 1",2021-10-06,green,20.13,green,98.0
291,355,"House 1, Floor 1, Room 1",2021-10-07,green,20.48,green,94.0
292,355,"House 1, Floor 1, Room 1",2021-10-08,yellow,21.5,green,97.0
293,355,"House 1, Floor 1, Room 1",2021-10-09,green,22.85,green,98.0
294,355,"House 1, Floor 1, Room 1",2021-10-10,green,22.95,green,99.0
295,355,"House 1, Floor 1, Room 1",2021-10-11,green,19.97,green,98.0
296,355,"House 1, Floor 1, Room 1",2021-10-12,green,19.78,green,98.0
297,355,"House 1, Floor 1, Room 1",2021-10-13,green,20.47,green,97.0
298,355,"House 1, Floor 1, Room 1",2021-10-14,green,19.76,green,99.0
299,355,"House 1, Floor 1, Room 1",2021-10-15,green,19.15,green,99.0
300,355,"House 1, Floor 1, Room 1",2021-10-16,green,19.7,green,98.0
301,355,"House 1, Floor 1, Room 1",2021-10-17,green,20.25,green,94.0
302,355,"House 1, Floor 1, Room 1",2021-10-18,yellow,20.79,green,85.0
303,355,"House 1, Floor 1, Room 1",2021-10-19,green,20.63,green,97.0
304,355,"House 1, Floor 1, Room 1",2021-10-20,green,20.94,green,98.0
305,355,"House 1, Floor 1, Room 1",2021-10-21,green,19.74,green,96.0
306,355,"House 1, Floor 1, Room 1",2021-10-22,green,19.57,green,97.0
307,355,"House 1, Floor 1, Room 1",2021-10-23,green,19.69,green,98.0
308,355,"House 1, Floor 1, Room 1",2021-10-24,green,19.11,green,97.0
309,355,"House 1, Floor 1, Room 1",2021-10-25,green,19.33,green,98.0
310,355,"House 1, Floor 1, Room 1",2021-10-26,green,19.29,green,97.0
311,355,"House 1, Floor 1, Room 1",2021-10-27,green,19.14,green,96.0
312,355,"House 1, Floor 1, Room 1",2021-10-28,green,18.9,green,97.0
313,355,"House 1, Floor 1, Room 1",2021-10-29,green,19.02,green,96.0
314,355,"House 1, Floor 1, Room 1",2021-10-30,green,19.27,green,98.0
315,355,"House 1, Floor 1, Room 1",2021-10-31,green,18.83,green,91.0
316,355,"House 1, Floor 1, Room 1",2021-11-01,green,18.79,green,96.0
317,355,"House 1, Floor 1, Room 1",2021-11-02,yellow,18.89,green,95.0
318,355,"House 1, Floor 1, Room 1",2021-11-03,green,18.6,green,94.0
319,355,"House 1, Floor 1, Room 1",2021-11-04,yellow,18.65,green,94.0
320,355,"House 1, Floor 1, Room 1",2021-11-05,red,18.47,green,93.0
321,355,"House 1, Floor 1, Room 1",2021-11-06,green,19.08,green,92.0
322,355,"House 1, Floor 1, Room 1",2021-11-07,green,19.32,green,97.0
323,355,"House 1, Floor 1, Room 1",2021-11-08,green,19.16,green,97.0
324,355,"House 1, Floor 1, Room 1",2021-11-09,green,19.12,green,98.0
325,355,"House 1, Floor 1, Room 1",2021-11-10,green,18.68,green,95.0
326,355,"House 1, Floor 1, Room 1",2021-11-11,green,18.8,green,91.0
327,355,"House 1, Floor 1, Room 1",2021-11-12,green,19.1,green,80.0
328,355,"House 1, Floor 1, Room 1",2021-11-13,green,18.22,green,86.0
329,355,"House 1, Floor 1, Room 1",2021-11-14,green,18.43,green,80.0
330,355,"House 1, Floor 1, Room 1",2021-11-15,green,17.67,green,71.0
331,355,"House 1, Floor 1, Room 1",2021-11-16,green,17.32,green,72.0
332,355,"House 1, Floor 1, Room 1",2021-11-17,green,17.44,green,80.0
333,355,"House 1, Floor 1, Room 1",2021-11-18,red,14.87,green,90.0
334,355,"House 1, Floor 1, Room 1",2021-11-19,green,15.24,green,97.0
335,355,"House 1, Floor 1, Room 1",2021-11-20,green,15.51,green,90.0
336,355,"House 1, Floor 1, Room 1",2021-11-21,green,15.89,green,91.0
359,355,"House 1, Floor 1, Room 1",2021-11-22,blue,,blue,
360,355,"House 1, Floor 1, Room 1",2021-11-23,blue,,blue,
361,355,"House 1, Floor 1, Room 1",2021-11-24,blue,,blue,
362,355,"House 1, Floor 1, Room 1",2021-11-25,blue,,blue,
363,355,"House 1, Floor 1, Room 1",2021-11-26,blue,,blue,
364,355,"House 1, Floor 1, Room 1",2021-11-27,blue,,blue,
365,355,"House 1, Floor 1, Room 1",2021-11-28,blue,,blue,
337,355,"House 1, Floor 1, Room 1",2021-11-29,green,29.61,blue,
338,355,"House 1, Floor 1, Room 1",2021-11-30,green,29.07,green,96.0
339,355,"House 1, Floor 1, Room 1",2021-12-01,green,28.8,green,92.0
340,355,"House 1, Floor 1, Room 1",2021-12-02,yellow,28.92,green,90.0
341,355,"House 1, Floor 1, Room 1",2021-12-03,yellow,29.07,green,93.0
342,355,"House 1, Floor 1, Room 1",2021-12-04,yellow,29.2,green,93.0
343,355,"House 1, Floor 1, Room 1",2021-12-05,yellow,29.16,green,90.0
344,355,"House 1, Floor 1, Room 1",2021-12-06,yellow,29.79,green,95.0
345,355,"House 1, Floor 1, Room 1",2021-12-07,yellow,29.66,green,96.0
346,355,"House 1, Floor 1, Room 1",2021-12-08,yellow,29.23,green,94.0
347,355,"House 1, Floor 1, Room 1",2021-12-09,yellow,28.71,green,94.0
