"Dependent Variable","Independent Variable","Confounding Variable(s)","Beta Estimate","Standard Error","Wald-Test Z-value","Wald-Test P-value","AIC","BIC"
"HMD_Global","SecondaryRespiratory_Lag0","None",0.00658424528050538,0.00124245621812965,5.29937810639081,1.16197779908703e-07,2311.6314915535,2323.64222568813
"HMD_Global","TotalTreatments_Lag0","None",0.00633576501491434,0.000736156187488636,8.60654997213095,7.52923339773552e-18,2264.98965808245,2277.00039221708
"HMD_Global","TreatmentProportion_Lag0","None",15.8586318935853,2.05959638514013,7.69987362961232,1.36200859243498e-14,2281.50553925228,2293.51627338691
"HMD_Global","WaterMedications_Lag0","None",0.822121785620638,0.135336360552005,6.07465563775618,1.24254072806562e-09,2317.05746178566,2329.07419292628
"HMD_Global","ReHS_Lag0","None",-0.0237404182935842,0.00287999014120958,-8.24322901453175,1.6762429752937e-16,2101.09082134303,2112.952672088
"HMD_Global","WaterIntakeRMS_Lag0","None",-0.000102211613228057,5.80924875559422e-05,-1.75946353011013,0.0784988094561388,1981.50598205602,1993.04642846433
"HMD_Global","WaterIntakeHdRMS_Lag0","None",-0.473749421652243,0.0942061386656254,-5.02885935420584,4.93406121047622e-07,1957.4614430463,1969.00188945462
"HMD_Global","WaterIntakeVC_Lag0","None",-8.46065484399881e-05,6.5567540091983e-05,-1.29037246663968,0.196921367074804,1535.87408110624,1547.08785016868
"HMD_Global","WaterIntakeHdVC_Lag0","None",-0.485030848190384,0.103270802229953,-4.69668907103448,2.64412480606289e-06,1514.62165941053,1525.83542847297
"HMD_Global","TempReHS_Lag0","None",-0.00576375800457454,0.00930334906163075,-0.619535821604896,0.535563431070846,2172.26555397149,2184.12380694611
"HMD_Global","LowTempRMS_Lag0","None",0.0226875044817093,0.0116865724949904,1.9413309155815,0.0522181519415793,2332.99344103599,2344.98674878692
"HMD_Global","HiTempRMS_Lag0","None",-0.0171396288251912,0.00786541208966391,-2.17911390144641,0.0293232078061102,2332.01590246041,2344.00921021134
"HMD_Global","TempRangeRMS_Lag0","None",-0.0476218809774168,0.0108867818096534,-4.37428450482859,1.21831404586561e-05,2316.27982272209,2328.27313047302
"HMD_Global","SetPointRMS_Lag0","None",0.0298568386238436,0.00763256092132261,3.9117720685903,9.16213632876505e-05,2320.78841206278,2332.77969927135
"HMD_Global","LowTempSetPointDeviationRMS_Lag0","None",-0.0472004591219324,0.012214640719023,-3.86425276090378,0.000111429790151973,2320.42376291906,2332.41505012764
"HMD_Global","HiTempSetPointDeviationRMS_Lag0","None",-0.0323254979970125,0.0068011727323854,-4.75293001206792,2.00489764091021e-06,2311.58255673456,2323.57384394313
"HMD_Global","LowTempVC_Lag0","None",0.0125121143658793,0.011399992326838,1.09755463049068,0.272399013248357,1846.24508206392,1857.87145659897
"HMD_Global","AvgTempVC_Lag0","None",0.0134578559176951,0.012607016552483,1.06748935100308,0.285750919821741,1831.83566511082,1843.42942579639
"HMD_Global","HiTempVC_Lag0","None",-0.00305787298967212,0.00977974397532653,-0.312674135170294,0.754528248098874,1847.36429656606,1858.9906711011
"HMD_Global","TempRangeVC_Lag0","None",-0.0144210588350216,0.0106237947129501,-1.35743011086638,0.17464458615018,1845.60045707884,1857.22683161388
"HMD_Global","SetPointVC_Lag0","None",0.0522008698324467,0.0143618853480291,3.63468086309505,0.000278324948892531,876.328787106019,886.894309465231
"HMD_Global","LowTempSetPointDeviationVC_Lag0","None",-0.0608735560530661,0.0203278738366953,-2.99458549094195,0.00274818029599743,879.881690389898,890.447212749109
"HMD_Global","AvgTempSetPointDeviationVC_Lag0","None",-0.0588139583975317,0.0164418701971471,-3.5770844613368,0.000347447933414031,863.215484263784,873.725253883939
"HMD_Global","HiTempSetPointDeviationVC_Lag0","None",-0.0384485609401567,0.0117495863117459,-3.27233316305955,0.00106663803669935,877.838417223834,888.403939583045
"HMD_Global","Days_Lag1","None",-0.00534071329937554,0.00118449766694921,-4.50884239656721,6.51823062767375e-06,2314.17187729761,2326.17123445661
"HMD_Global","StdDays_Lag1","None",-0.262182568545437,0.058148532480321,-4.50884239656721,6.51823062767375e-06,2314.17187729761,2326.17123445661
"HMD_Global","Inventory_Lag1","None",0.000512805141008975,5.95433466101153e-05,8.6122996137046,7.16093962126072e-18,2261.69834273544,2273.69702864087
"HMD_Global","StdInventory_Lag1","None",0.450827061119454,0.0523468854244296,8.6122996137046,7.16093962126105e-18,2261.69834273544,2273.69702864087
"HMD_Global","LogInventory_Lag1","None",0.839075644315816,0.120761495311319,6.94820515556479,3.69962740853464e-12,2277.4770113742,2289.47569727963
"HMD_Global","StdLogInventory_Lag1","None",0.544895569287738,0.078422492872326,6.94820515556478,3.69962740853488e-12,2277.4770113742,2289.47569727963
"HMD_Global","Euth_Lag1","None",0.159625595892195,0.0367034465424454,4.34906285183865,1.36720527362926e-05,2317.83646756356,2329.83515346898
"HMD_Global","Dead_Lag1","None",0.502561065341992,0.0426993331054807,11.7697638063927,5.58807471244376e-32,2192.84377671566,2204.84246262108
"HMD_Global","TotalMortality_Lag1","None",0.2829842270455,0.0274891008810487,10.2944155310875,7.46716597370918e-25,2225.63658056804,2237.63526647347
"HMD_Global","MortalityProportion_Lag1","None",304.783305479569,45.7612007194623,6.66029957011037,2.73270002411977e-11,2289.2000001382,2301.19868604363
"HMD_Global","Penicillin_Lag1","None",0.0157992293801244,0.0028355466944077,5.57184595523814,2.52054245983776e-08,2298.42761973792,2310.42160054959
"HMD_Global","Dexamethasone_Lag1","None",0.00758964896451334,0.00164045263678516,4.6265578135721,3.71793118716442e-06,2306.58121418099,2318.57452193192
"HMD_Global","Ceftiofur_Lag1","None",0.00818840215444776,0.00154525911821146,5.29904794473907,1.16408066720936e-07,2291.97222575333,2303.966206565
"HMD_Global","Enroflaxin_Lag1","None",-0.00226958761108012,0.00301264460403283,-0.753353916370344,0.451237267443809,2325.2018928015,2337.19587361318
"HMD_Global","Tetracycline_Lag1","None",0.00523726782030636,0.00684542340190699,0.765075805076917,0.444226406265551,2325.26297907214,2337.25695988382
"HMD_Global","Lincomycin_Lag1","None",-0.0266682131082523,0.00831051753249169,-3.20897140328354,0.00133210740482806,2312.56845330645,2324.56243411813
"HMD_Global","OtherTreatments_Lag1","None",0.0207937660582398,0.00889204563590038,2.33846821189129,0.0193629728221912,2321.0493953518,2333.04337616347
"HMD_Global","PrimaryRespiratory_Lag1","None",0.00607864051713339,0.00122689735408297,4.95448172327079,7.25233326520789e-07,2300.72748478731,2312.72146559899
"HMD_Global","SecondaryRespiratory_Lag1","None",0.00628959937402045,0.00124864048468551,5.037157973942,4.72494811918325e-07,2302.91523102664,2314.90853877757
"HMD_Global","TotalTreatments_Lag1","None",0.00466451564573487,0.000731656781476919,6.37527835977834,1.82630933642241e-10,2288.13986676996,2300.13317452088
"HMD_Global","TreatmentProportion_Lag1","None",11.987955182882,2.09201964350073,5.73032629981507,1.00237625615419e-08,2295.48999882485,2307.48330657577
"HMD_Global","WaterMedications_Lag1","None",0.747343014038338,0.137093718789466,5.45132935802865,4.99946798359691e-08,2308.23715240228,2320.23583830771
"HMD_Global","ReHS_Lag1","None",-0.0232548743274583,0.00291405958370076,-7.98023295663892,1.46057367415632e-15,2082.83493151693,2094.67872833898
"HMD_Global","WaterIntakeRMS_Lag1","None",-0.000107334629509713,5.88182692431184e-05,-1.82485188515252,0.068023383652489,1954.73741862526,1966.2634612433
"HMD_Global","WaterIntakeHdRMS_Lag1","None",-0.540889309691736,0.0968013049020544,-5.58762415691627,2.30197173614309e-08,1924.41217569372,1935.93821831176
"HMD_Global","WaterIntakeVC_Lag1","None",-8.62625376341774e-05,6.56415032285618e-05,-1.31414628537396,0.188796980595693,1534.43890770346,1545.63370034389
"HMD_Global","WaterIntakeHdVC_Lag1","None",-0.53583941997517,0.103935763791672,-5.1554864314963,2.52973360514959e-07,1508.40016710278,1519.59495974321
"HMD_Global","TempReHS_Lag1","None",0.00283308836594278,0.00929482136519595,0.304802884814027,0.760516284252443,2131.2132909163,2143.05273043815
"HMD_Global","LowTempRMS_Lag1","None",0.0199721904485006,0.011706237292133,1.70611529136887,0.087986616069503,2319.78258762677,2331.76035213339
"HMD_Global","HiTempRMS_Lag1","None",-0.0146794062653865,0.00788132022906851,-1.86255675936688,0.0625246527873362,2319.22778959904,2331.20555410566
"HMD_Global","TempRangeRMS_Lag1","None",-0.0406776867629978,0.0107496525314035,-3.7840931736318,0.000154270026368666,2307.54137312498,2319.5191376316
"HMD_Global","SetPointRMS_Lag1","None",0.0326118965573243,0.00764027552648074,4.26841891294278,1.96863363659543e-05,2303.8221470399,2315.79787523208
"HMD_Global","LowTempSetPointDeviationRMS_Lag1","None",-0.0573635095716923,0.0123873756572316,-4.63080406689727,3.64248437372869e-06,2299.39212275913,2311.3678509513
"HMD_Global","HiTempSetPointDeviationRMS_Lag1","None",-0.0327093270252902,0.00682759314005841,-4.79075515402055,1.66154782533267e-06,2297.0920149223,2309.06774311447
"HMD_Global","LowTempVC_Lag1","None",0.012953993023655,0.0115139477797919,1.12506963479464,0.260559527455992,1819.96031973014,1831.5663730174
"HMD_Global","AvgTempVC_Lag1","None",0.0185260961704902,0.0127828261160926,1.44929579752065,0.147254994196839,1804.70018116,1816.27328477285
"HMD_Global","HiTempVC_Lag1","None",0.00191723687589752,0.00989026587222475,0.193850893460991,0.846292635556072,1821.20217113216,1832.80822441943
"HMD_Global","TempRangeVC_Lag1","None",-0.00893822651987554,0.0106386167233279,-0.8401681113557,0.400814135220075,1820.52960075036,1832.13565403762
"HMD_Global","SetPointVC_Lag1","None",0.0583638986635858,0.0143517191328171,4.06668344910187,4.76869486290453e-05,870.373853709435,880.920038901434
"HMD_Global","LowTempSetPointDeviationVC_Lag1","None",-0.0629531871828979,0.0203499180848182,-3.09353516414709,0.00197787112207081,876.555756006078,887.101941198077
"HMD_Global","AvgTempSetPointDeviationVC_Lag1","None",-0.0575634337406012,0.0163725368396263,-3.51585305957479,0.000438343513258452,860.971783936889,871.461667029563
"HMD_Global","HiTempSetPointDeviationVC_Lag1","None",-0.0355981062712087,0.011639757529057,-3.05832025988027,0.00222581559574881,876.665234079601,887.2114192716
"HMD_Global","Days_Lag2","None",-0.00565493820273175,0.00119734058220051,-4.72291533987674,2.32487646395505e-06,2300.83581712982,2312.817648056
"HMD_Global","StdDays_Lag2","None",-0.277608278117322,0.0587790079092477,-4.72291533987674,2.32487646395505e-06,2300.83581712982,2312.817648056
"HMD_Global","Inventory_Lag2","None",0.000524538712993156,5.98951428327764e-05,8.75761686482051,1.99421673958118e-18,2247.75070254348,2259.73117891492
"HMD_Global","StdInventory_Lag2","None",0.461142503284589,0.0526561632465341,8.7576168648205,1.99421673958124e-18,2247.75070254348,2259.73117891492
"HMD_Global","LogInventory_Lag2","None",0.867625478901619,0.122684911310144,7.07198195471886,1.52736286907386e-12,2264.69423331728,2276.67470968872
"HMD_Global","StdLogInventory_Lag2","None",0.5634358266234,0.0796715588686479,7.07198195471886,1.52736286907382e-12,2264.69423331728,2276.67470968872
"HMD_Global","Euth_Lag2","None",0.183820519558023,0.0368285275710792,4.99125356568351,5.99886842496573e-07,2300.23994573323,2312.22042210467
"HMD_Global","Dead_Lag2","None",0.418317881722922,0.0418058577441707,10.0062025824898,1.43141842498527e-23,2225.02833312816,2237.00880949961
"HMD_Global","TotalMortality_Lag2","None",0.261784411775618,0.0273043759315105,9.58763578527744,9.01264689380529e-22,2230.01910483656,2241.999581208
"HMD_Global","MortalityProportion_Lag2","None",298.843534966874,45.6633490411673,6.5444944631077,5.96969760696752e-11,2279.51168175398,2291.49215812542
"HMD_Global","Penicillin_Lag2","None",0.0165914489720061,0.00281868222569858,5.88624316027467,3.95072936318212e-09,2284.03196557095,2296.008372765
"HMD_Global","Dexamethasone_Lag2","None",0.00687170906719029,0.00165989395706009,4.13984823425773,3.47535665594326e-05,2299.19346842012,2311.16919661229
"HMD_Global","Ceftiofur_Lag2","None",0.0103307207372986,0.001663023439895,6.2120115023459,5.23105969436031e-10,2265.48467674374,2277.46108393778
"HMD_Global","Enroflaxin_Lag2","None",-0.00320298940179163,0.00309307302505285,-1.0355363018747,0.300418522179861,2313.49552301862,2325.47193021267
"HMD_Global","Tetracycline_Lag2","None",0.00376859364858654,0.00710703657092411,0.530262312706309,0.595930072737259,2314.37928666849,2326.35569386253
"HMD_Global","Lincomycin_Lag2","None",-0.041251241720103,0.00992182939983849,-4.15762457282066,3.21573926796537e-05,2289.42767986746,2301.40408706151
"HMD_Global","OtherTreatments_Lag2","None",0.0333488942184059,0.00916797228134841,3.63754308968101,0.000275251154385611,2301.32324393282,2313.29965112687
"HMD_Global","PrimaryRespiratory_Lag2","None",0.0071638048084075,0.00126923151545009,5.64420653064787,1.65944774751792e-08,2280.3267760197,2292.30318321374
"HMD_Global","SecondaryRespiratory_Lag2","None",0.00574902051503779,0.00126204305100323,4.55532837050824,5.23038066235788e-06,2295.85144936676,2307.82717755893
"HMD_Global","TotalTreatments_Lag2","None",0.00494000137108001,0.000730889487708342,6.75888961896151,1.39053277506062e-11,2271.99726759927,2283.97299579144
"HMD_Global","TreatmentProportion_Lag2","None",11.5317858624394,2.09875169415306,5.49459275938452,3.91613046697004e-08,2286.75081434448,2298.72654253665
"HMD_Global","WaterMedications_Lag2","None",0.651085918726228,0.139502185864593,4.66720943970155,3.05318067590342e-06,2303.85215854605,2315.83263491749
"HMD_Global","ReHS_Lag2","None",-0.0221368706970665,0.00296018181258437,-7.47821319722926,7.53399063166911e-14,2063.67891557721,2075.50376182016
"HMD_Global","WaterIntakeRMS_Lag2","None",-0.00013464871208939,5.91112006295584e-05,-2.27788829621673,0.0227332337699091,1957.66462205824,1969.17529968394
"HMD_Global","WaterIntakeHdRMS_Lag2","None",-0.556538346546455,0.0970764259163316,-5.73299172577826,9.86744489284021e-09,1927.51292697831,1939.023604604
"HMD_Global","WaterIntakeVC_Lag2","None",-7.47113577028429e-05,6.61725067322329e-05,-1.12903925500605,0.258881274425798,1517.0813253098,1528.25290295327
"HMD_Global","WaterIntakeHdVC_Lag2","None",-0.54478701312782,0.104680265737381,-5.20429528230818,1.9473415965863e-07,1490.01653080982,1501.18810845328
"HMD_Global","TempReHS_Lag2","None",0.000449072057847358,0.00946120439752946,0.0474645762821297,0.962142962531151,2116.44872993487,2128.26917734906
"HMD_Global","LowTempRMS_Lag2","None",0.0173409872681591,0.0117195478670749,1.47966350450064,0.138963069788138,2305.85170659322,2317.81243812344
"HMD_Global","HiTempRMS_Lag2","None",-0.0184148410325737,0.00791910631612376,-2.32536858295235,0.0200522599082701,2302.62797737004,2314.58870890026
"HMD_Global","TempRangeRMS_Lag2","None",-0.0456115415936192,0.0109204662187419,-4.17670277806818,2.95765082337627e-05,2289.42605080898,2301.3867823392
"HMD_Global","SetPointRMS_Lag2","None",0.03547766461079,0.00765159532626973,4.6366362958306,3.54124719097006e-06,2285.90585599755,2297.86453378808
"HMD_Global","LowTempSetPointDeviationRMS_Lag2","None",-0.0681354683287146,0.0125950807836189,-5.40968886974755,6.31343364509129e-08,2276.23473508351,2288.19341287403
"HMD_Global","HiTempSetPointDeviationRMS_Lag2","None",-0.0380905673146445,0.00699941846113963,-5.44196171812289,5.26970018099843e-08,2274.74024821224,2286.69892600277
"HMD_Global","LowTempVC_Lag2","None",0.0114279795546845,0.0114652585573587,0.996748524903501,0.318886589564466,1820.9839481219,1832.56782003577
"HMD_Global","AvgTempVC_Lag2","None",0.0198237640177639,0.0127880485083608,1.55017898194578,0.121098563073756,1804.97939993083,1816.5299516238
"HMD_Global","HiTempVC_Lag2","None",0.00723099351050994,0.00989708036931896,0.730618853306081,0.465011992992589,1821.45284990265,1833.03672181652
"HMD_Global","TempRangeVC_Lag2","None",-0.00158471740755688,0.0105347493909548,-0.150427632281175,0.880427241897989,1821.96427441265,1833.54814632652
"HMD_Global","SetPointVC_Lag2","None",0.0618642348209704,0.0143972198145674,4.29695702488163,1.73158749247059e-05,861.180028221877,871.706687456831
"HMD_Global","LowTempSetPointDeviationVC_Lag2","None",-0.065209526265408,0.0204699953936507,-3.18561509230405,0.00144446636086707,868.644992093598,879.171651328551
"HMD_Global","AvgTempSetPointDeviationVC_Lag2","None",-0.0636480825094985,0.0166416154047584,-3.82463366454793,0.000130966677802931,851.086126002906,861.555922843535
"HMD_Global","HiTempSetPointDeviationVC_Lag2","None",-0.0386383992786995,0.0117867962100361,-3.27810870657118,0.00104505141566398,867.837868019688,878.364527254642
"HMD_Global","Days_Lag3","None",-0.00589248520510616,0.00121024245451816,-4.86884688527323,1.12251338714912e-06,2284.35264453104,2296.3167942812
"HMD_Global","StdDays_Lag3","None",-0.289269769708731,0.0594123776173129,-4.86884688527322,1.12251338714913e-06,2284.35264453104,2296.3167942812
"HMD_Global","Inventory_Lag3","None",0.000530792024519484,6.02990575212195e-05,8.80265872037379,1.33612399099646e-18,2231.81247570238,2243.77457522171
"HMD_Global","StdInventory_Lag3","None",0.466640034085727,0.0530112604508552,8.80265872037379,1.33612399099646e-18,2231.81247570238,2243.77457522171
"HMD_Global","LogInventory_Lag3","None",0.87980647864422,0.124269610354074,7.07982004721381,1.44341773843082e-12,2250.12309391416,2262.08519343349
"HMD_Global","StdLogInventory_Lag3","None",0.5713461656187,0.0807006621366806,7.07982004721382,1.44341773843077e-12,2250.12309391416,2262.08519343349
"HMD_Global","Euth_Lag3","None",0.226544434368396,0.0375372485031517,6.03519020179051,1.58775560370726e-09,2272.38310723723,2284.34520675656
"HMD_Global","Dead_Lag3","None",0.444551063502998,0.0424080621055252,10.4827016711306,1.03737181799678e-25,2198.64872254811,2210.61082206744
"HMD_Global","TotalMortality_Lag3","None",0.295199890961387,0.0278453774453418,10.6013966426148,2.93562991060105e-26,2190.89529486125,2202.85739438058
"HMD_Global","MortalityProportion_Lag3","None",360.338211245893,48.5323304125328,7.42470448426769,1.13031992598523e-13,2248.24459669733,2260.20669621666
"HMD_Global","Penicillin_Lag3","None",0.0151183240660372,0.00285413278291606,5.29699394384546,1.17724598116229e-07,2274.95715836422,2286.91583615475
"HMD_Global","Dexamethasone_Lag3","None",0.00686923797358099,0.00165935941039165,4.13969266125395,3.47771425621732e-05,2284.25671688851,2296.21470963022
"HMD_Global","Ceftiofur_Lag3","None",0.00794036754917343,0.00152939905809801,5.19182191667376,2.08246142328133e-07,2267.56372864538,2279.5224064359
"HMD_Global","Enroflaxin_Lag3","None",-0.00166857510888899,0.00294888046954575,-0.565833415806787,0.571507028350272,2299.38191077839,2311.34058856891
"HMD_Global","Tetracycline_Lag3","None",0.0123044724333337,0.0063022091616028,1.9524062305486,0.0508899939110628,2296.25994802745,2308.21862581797
"HMD_Global","Lincomycin_Lag3","None",-0.030776901412687,0.0087197849693777,-3.52954820798562,0.000416269857529444,2283.11508008362,2295.07375787414
"HMD_Global","OtherTreatments_Lag3","None",0.0237265304941719,0.00881275700917976,2.69229373616647,0.00709624151676108,2293.2744783169,2305.23315610742
"HMD_Global","PrimaryRespiratory_Lag3","None",0.00626705452727283,0.0012347878335391,5.07541000732932,3.86661327327207e-07,2273.09506628969,2285.05374408022
"HMD_Global","SecondaryRespiratory_Lag3","None",0.00564469764695399,0.00126513199280338,4.46174603050393,8.12945395024606e-06,2281.66076064911,2293.61875339082
"HMD_Global","TotalTreatments_Lag3","None",0.00453457247751501,0.000732688681304465,6.18894844866681,6.05668850112364e-10,2264.25367664536,2276.21166938707
"HMD_Global","TreatmentProportion_Lag3","None",10.7158487696661,2.11355404814996,5.07006138738013,3.97687409058626e-07,2275.92636231493,2287.88435505664
"HMD_Global","WaterMedications_Lag3","None",0.677187749566015,0.139235265758962,4.86362234362618,1.15256728634514e-06,2286.9481872994,2298.91028681874
"HMD_Global","ReHS_Lag3","None",-0.0205772644329893,0.0030103085769249,-6.83559970918642,8.16626755630766e-12,2049.56375794043,2061.36947232299
"HMD_Global","WaterIntakeRMS_Lag3","None",-0.000166560061311892,6.00218940125206e-05,-2.77498842800841,0.00552036720250898,1931.80542820939,1943.30062188678
"HMD_Global","WaterIntakeHdRMS_Lag3","None",-0.617718925896392,0.0991748551093917,-6.22858410244246,4.70669405050148e-10,1897.54078666519,1909.03598034257
"HMD_Global","WaterIntakeVC_Lag3","None",-0.000109648692208953,6.71971817357396e-05,-1.63174540027822,0.102733131657602,1490.2109941399,1501.35908415065
"HMD_Global","WaterIntakeHdVC_Lag3","None",-0.577897966572267,0.106172694623318,-5.44299990334189,5.23906753826961e-08,1461.71289265412,1472.86098266487
"HMD_Global","TempReHS_Lag3","None",-0.00655584025692446,0.00959449506205445,-0.683291847514972,0.494422444637035,2097.32946485532,2109.13073808135
"HMD_Global","LowTempRMS_Lag3","None",0.0230640957550658,0.0117449590177877,1.96374425148145,0.0495597580513719,2293.22968475708,2305.17323700285
"HMD_Global","HiTempRMS_Lag3","None",-0.0170525130569751,0.00793930897423134,-2.14785859982557,0.0317249901082824,2292.47907354864,2304.4226257944
"HMD_Global","TempRangeRMS_Lag3","None",-0.0482867051184962,0.0110356178741886,-4.3755325409948,1.21136368037666e-05,2276.57980190036,2288.52335414612
"HMD_Global","SetPointRMS_Lag3","None",0.0373241644167597,0.00766667850828864,4.86836175227742,1.12527201448539e-06,2269.03918296258,2280.9806637426
"HMD_Global","LowTempSetPointDeviationRMS_Lag3","None",-0.0679519220589859,0.0126234793941293,-5.38297880777526,7.32631667690366e-08,2261.8651204419,2273.80660122192
"HMD_Global","HiTempSetPointDeviationRMS_Lag3","None",-0.0394364407472835,0.00706669471690434,-5.58060625612524,2.39681675216373e-08,2258.26706894204,2270.20854972206
"HMD_Global","LowTempVC_Lag3","None",0.00437440784842241,0.0114802456501508,0.38103782634346,0.703175180633224,1791.22033389358,1802.78177566582
"HMD_Global","AvgTempVC_Lag3","None",0.013919705100024,0.012894931967243,1.07947099956667,0.280377815066302,1771.7918423648,1783.31958494044
"HMD_Global","HiTempVC_Lag3","None",0.000982051386027425,0.00999734216944365,0.0982312468036768,0.921748671081386,1791.35638241735,1802.91782418959
"HMD_Global","TempRangeVC_Lag3","None",-0.00266479088677329,0.0106536559170026,-0.250129242725067,0.802487402166885,1791.30335950746,1802.8648012797
"HMD_Global","SetPointVC_Lag3","None",0.0648417036468732,0.0144488164550784,4.48768270041128,7.20020581065863e-06,852.223016801977,862.729957567346
"HMD_Global","LowTempSetPointDeviationVC_Lag3","None",-0.0798348378769147,0.0209079672163598,-3.81839310588007,0.000134323764129349,856.487945217311,866.99488598268
"HMD_Global","AvgTempSetPointDeviationVC_Lag3","None",-0.07530861275703,0.0171967582250507,-4.37923309564979,1.1909768928428e-05,833.879673431832,844.329180243368
"HMD_Global","HiTempSetPointDeviationVC_Lag3","None",-0.0501477995381367,0.0122346243062721,-4.09884261933801,4.15221242184297e-05,853.612421955852,864.119362721221
"HMD_Global","Days_Lag4","None",-0.0059607828507956,0.00122276299371037,-4.87484727740094,1.08892665402272e-06,2261.86506639262,2273.81137725951
"HMD_Global","StdDays_Lag4","None",-0.292622590047272,0.0600270271858211,-4.87484727740094,1.08892665402273e-06,2261.86506639262,2273.81137725951
"HMD_Global","Inventory_Lag4","None",0.000541962725457204,6.07975909989809e-05,8.9142138126211,4.91289456434217e-19,2207.46544232889,2219.40968458674
"HMD_Global","StdInventory_Lag4","None",0.476460634293611,0.0534495407344862,8.91421381262111,4.91289456434193e-19,2207.46544232889,2219.40968458674
"HMD_Global","LogInventory_Lag4","None",0.923568489432572,0.126824956640218,7.28222988518407,3.2834692283406e-13,2224.56896174836,2236.5132040062
"HMD_Global","StdLogInventory_Lag4","None",0.599765207385952,0.082360103545508,7.28222988518406,3.28346922834086e-13,2224.56896174836,2236.5132040062
"HMD_Global","Euth_Lag4","None",0.227872631882898,0.0377009491610321,6.04421472015427,1.50139452470357e-09,2249.50551516815,2261.44906741391
"HMD_Global","Dead_Lag4","None",0.375089596173086,0.0419267964994782,8.94629753498469,3.67605316147239e-19,2208.37290290645,2220.31645515221
"HMD_Global","TotalMortality_Lag4","None",0.265801875149426,0.0275105144087406,9.66182860851833,4.37975264835148e-22,2190.21309699876,2202.15664924452
"HMD_Global","MortalityProportion_Lag4","None",335.801681632925,49.0658386658549,6.84389976333189,7.7065855379486e-12,2235.23684679228,2247.18039903804
"HMD_Global","Penicillin_Lag4","None",0.0159970861170505,0.00284108271438747,5.63063019462262,1.79552342042522e-08,2249.59983709075,2261.54131787076
"HMD_Global","Dexamethasone_Lag4","None",0.00652259342762199,0.0016726851640382,3.89947466974307,9.64016214422996e-05,2263.83213092601,2275.77292074039
